,trans,ABG,infexp,infforecastMA,infforecast12,infforecast2,infforecastMAspread,infforecast1spread,infforecast2spread,trans_low,trans_medium,trans_high,ABG_low,ABG_medium,ABG_high,infexp_low,infexp_medium,infexp_high,infexp0_low,infexp0_medium,infexp0_high,infexp1_low,infexp1_medium,infexp1_high,infexp2_low,infexp2_medium,infexp2_high,index,country,date,trans,ABG,infexp,infrate,infforecastMA,infforecast2,infforecast12,infforecastMAspread,infforecast2spread,infforecast1spread
32,11.0,0.00709219858156028,2.82,3.04,3.3285725939999997,3.418663092,0.386867764,0.462739051,0.426518444,0.0,0.0,1.0,0.9929078014184398,0.00709219858156028,0.0,0.0,0.0,1.0,0.5686697638627765,0.4313302361372236,0.0,1.0,0.0,0.0,1.0,0.0,0.0,32,czechia,45,11.0,0.00709219858156028,2.82,3.0,3.04,3.418663092,3.3285725939999997,0.386867764,0.426518444,0.462739051
33,11.0,-0.0075,2.75,3.2,2.876427959,2.890393876,0.306050105,0.47435285899999996,0.426465085,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.26652724148543583,0.7334727585145642,0.0,0.32920368146902346,0.6707963185309765,0.0,33,czechia,46,11.0,-0.0075,2.75,3.5,3.2,2.890393876,2.876427959,0.306050105,0.426465085,0.47435285899999996
34,11.0,0.0,2.68,3.2,3.384592338,3.620583017,0.258843582,0.484352519,0.431041103,0.0,0.0,1.0,0.999754502351905,0.00024549764809505897,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,34,czechia,47,11.0,0.0,2.68,2.9,3.2,3.620583017,3.384592338,0.258843582,0.431041103,0.484352519
35,11.0,-0.023936170212766002,2.67,3.12,2.826469113,2.76076142,0.280475786,0.47144552700000003,0.439124258,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3318922421338403,0.6681077578661597,0.0,0.20668732903387038,0.7933126709661296,0.0,35,czechia,48,11.0,-0.023936170212766002,2.67,2.8,3.12,2.76076142,2.826469113,0.280475786,0.439124258,0.47144552700000003
36,11.0,-0.0120772946859903,2.53,2.78,2.7462614419999998,2.8115849639999997,0.643169236,0.467953202,0.434539113,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3887001834148673,0.6112998165851328,0.0,0.4621433106466916,0.5378566893533084,0.0,0.6480083278487289,0.3519916721512711,0.0,36,czechia,49,11.0,-0.0120772946859903,2.53,1.7,2.78,2.8115849639999997,2.7462614419999998,0.643169236,0.434539113,0.467953202
37,11.0,-0.0185614849187935,2.3,2.52,2.057512638,1.540058599,0.737563557,0.408487547,0.458392109,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.29827937933218707,0.7017206206678129,0.0,0.0,0.4063775902573601,0.5936224097426399,0.0,0.0,1.0,37,czechia,50,11.0,-0.0185614849187935,2.3,1.7,2.52,1.540058599,2.057512638,0.737563557,0.458392109,0.408487547
38,11.0,-0.00206185567010309,2.1,2.12,1.944193651,1.7714674019999999,0.824014563,0.412730469,0.45437734700000004,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.02427141569826845,0.9757285843017316,0.0,0.0,0.6224985536505179,0.3775014463494822,0.0,0.2769608780694775,0.7230391219305224,38,czechia,51,11.0,-0.00206185567010309,2.1,1.5,2.12,1.7714674019999999,1.944193651,0.824014563,0.45437734700000004,0.412730469
39,11.0,-0.0209424083769634,2.05,1.86,1.7076264209999998,1.505266631,0.637704216,0.42036730200000005,0.45137543399999996,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7020562272713597,0.2979437727286402,0.0,0.18553708299605104,0.8144629170039489,0.0,0.0,1.0,39,czechia,52,11.0,-0.0209424083769634,2.05,1.6,1.86,1.505266631,1.7076264209999998,0.637704216,0.45137543399999996,0.42036730200000005
40,11.0,-0.0261437908496732,2.01,1.56,1.7519101419999998,1.6627476719999998,0.527888877,0.416609534,0.447229129,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14754786545729842,0.8524521345427016,0.0,0.38049939586836257,0.6195006041316374,0.0,0.22354715853045426,0.7764528414695457,40,czechia,53,11.0,-0.0261437908496732,2.01,1.3,1.56,1.6627476719999998,1.7519101419999998,0.527888877,0.447229129,0.416609534
41,11.0,0.0026246719160105,2.1,1.58,1.455198877,1.2960397259999998,0.178885438,0.418811985,0.44561090600000003,0.0,0.0,1.0,0.9973753280839895,0.0026246719160105,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,41,czechia,54,11.0,0.0026246719160105,2.1,1.8,1.58,1.2960397259999998,1.455198877,0.178885438,0.44561090600000003,0.418811985
42,11.0,0.00237529691211401,2.17,1.58,1.8808891719999998,1.916557109,0.178885438,0.429424016,0.446921657,0.0,0.0,1.0,0.997624703087886,0.00237529691211401,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3267474169399969,0.673252583060003,0.0,0.432914276964654,0.567085723035346,42,czechia,55,11.0,0.00237529691211401,2.17,1.7,1.58,1.916557109,1.8808891719999998,0.178885438,0.446921657,0.429424016
