countryid;country;date;date_label;industry;cpi;infrate;ER;ibor;bondsIR;infexp;ABG;BN;LM;BG;keyIR;t1;t2;t3;t4;t5;trans;Oil prices;ECB shadow rate;dummy_exp;dummy_moderate_exp;dummy_nonexp
2;czechia;1;01.01.2001;114.2;74.6;4.20;35.139;5.346956522;6.5659999999999998;4.25;-0.0175;-0.0075;-0.419354839;-0.272727272727273;5.25;3;1;2.5;0;2.5;9.00;25.61;.;1;NA;NA
2;czechia;2;01.02.2001;109.7;74.6;4.00;34.64;5.265;6.2530000000000001;4.18;-0.0257611241217799;-0.025761124;-0.513513514;-0.111111111111111;5;3;1;2.5;0;2.5;9.00;27.54;.;1;NA;NA
2;czechia;3;01.03.2001;110.2;74.7;4.10;34.601;5.048181818;6.2380000000000004;4.11;0.019047619047619;0.038095238;-0.297297297;0;5;3;1;2.5;0;2.5;9.00;24.33;.;1;NA;NA
2;czechia;4;01.04.2001;110.6;74.9;4.60;34.55;5.006666667;6.4290000000000003;4.12;0.00496277915632754;0.024813896;-0.619047619;-0.533333333333333;5;3;1;2.5;0;2.5;9.00;25.64;.;1;NA;NA
2;czechia;5;01.05.2001;108.6;75.4;5.00;34.382;5.03;6.6719999999999997;4.12;0.00731707317073171;0.017073171;-0.382978723;-0.230769230769231;5;3;1;2.5;0;2.5;9.00;28.49;.;1;NA;NA
2;czechia;6;01.06.2001;109.1;76.2;5.50;33.975;5.091428571;6.7350000000000003;4.38;-0.00714285714285714;0.023809524;-0.414634146;-0.257142857142857;5;3;1;2.5;0;2.5;9.00;27.85;.;1;NA;NA
2;czechia;7;01.07.2001;106.1;77;5.90;33.855;5.24;6.9580000000000002;4.63;0.0117647058823529;0.025882353;-0.368421053;-0.176470588235294;5.25;3;1;2.5;0;2.5;9.00;24.54;.;1;NA;NA
2;czechia;8;01.08.2001;103.7;76.9;5.50;34.034;5.565652174;6.6109999999999998;4.72;0.00809061488673139;0.019417476;-0.403508772;-0.272727272727273;5.25;3;1;2.5;0;2.5;9.00;25.72;.;1;NA;NA
2;czechia;9;01.09.2001;103.6;76.2;4.70;34.188;5.403;6.2690000000000001;4.78;0.00982800982800983;0.031941032;-0.367346939;-0.24;5.25;3;1;2.5;0;2.5;9.00;25.68;.;1;NA;NA
2;czechia;10;01.10.2001;102.7;76.2;4.40;33.562;5.290434783;5.68;4.43;-0.0189035916824197;-0.017013233;-0.25;-0.0232558139534884;5.25;3;1;2.5;0;2.5;9.00;20.39;.;1;NA;NA
2;czechia;11;01.11.2001;104.3;76.2;4.20;33.325;5.081818182;5.6210000000000004;4.05;-0.026694045174538;-0.008213552;-0.225806452;-0.16;4.75;3;1;2.5;0;2.5;9.00;18.97;.;1;NA;NA
2;czechia;12;01.12.2001;102.3;76.2;4.10;32.592;4.67952381;5.3440000000000003;3.90;-0.0149253731343284;-0.007462687;-0.461538462;-0.0232558139534884;4.75;3;1;2.5;0;2.5;9.00;18.65;.;1;NA;NA
2;czechia;13;01.01.2002;97.4;77.5;3.70;32.078;4.554347826;5.2720000000000002;3.61;-0.00595238095238095;-0.011904762;0.111111111;0.333333333333333;4.5;3;1.5;2.5;0;2.5;9.50;19.41;.;1;NA;NA
2;czechia;14;01.02.2002;100.1;77.5;3.90;31.789;4.3015;5.3860000000000001;3.57;0.0258823529411765;0.011764706;-0.19047619;-0.0857142857142857;4.25;3;1.5;2.5;0;2.5;9.50;20.28;.;1;NA;NA
2;czechia;15;01.03.2002;99.6;77.5;3.70;31.388;4.300952381;5.6879999999999997;3.53;-0.0152963671128107;-0.001912046;-0.315789474;-0.125;4.25;3;1.5;2.5;0;2.5;9.50;23.7;.;1;NA;NA
2;czechia;16;01.04.2002;100.5;77.5;3.20;30.356;4.213181818;5.3049999999999997;3.42;-0.0186666666666667;-0.002666667;-0.459459459;-0.027027027027027;3.75;3;1.5;2.5;0;2.5;9.50;25.73;.;1;NA;NA
2;czechia;17;01.05.2002;99.5;77.4;2.50;30.558;3.813478261;5.3109999999999999;3.33;0.0196506550218341;0;-0.476190476;-0.309090909090909;3.75;3;1.5;2.5;0;2.5;9.50;25.37;.;1;NA;NA
2;czechia;18;01.06.2002;100.1;77.1;1.20;30.295;3.776;4.8579999999999997;3.11;0;0.001960784;-0.381818182;0.0545454545454545;3.75;3;1.5;2.5;0;2.5;9.50;24.06;.;1;NA;NA
2;czechia;19;01.07.2002;104.2;77.5;0.60;29.749;3.373478261;4.6440000000000001;2.91;0.0109090909090909;0.018181818;0;0.259259259259259;3;3;1.5;2.5;0;2.5;9.50;25.81;.;1;NA;NA
2;czechia;20;01.08.2002;98.6;77.4;0.60;30.796;3.055;4.6070000000000002;2.79;-0.00506756756756757;0;-0.477272727;-0.0196078431372549;3;3;1.5;2.5;0;2.5;9.50;26.76;.;1;NA;NA
2;czechia;21;01.09.2002;103.6;77;0.80;30.193;2.99047619;4.1970000000000001;2.65;-0.0258215962441315;-0.004694836;-0.227272727;-0.31578947368421;3;3;1.5;2.5;0;2.5;9.50;28.4;.;1;NA;NA
2;czechia;22;01.10.2002;105.5;76.7;0.60;30.653;2.81826087;4.2709999999999999;2.39;-0.010752688172043;-0.012903226;-0.240740741;-0.0416666666666667;3;3;1.5;2.5;0;2.5;9.50;27.61;.;1;NA;NA
2;czechia;23;01.11.2002;106.7;76.6;0.50;30.756;2.772857143;4.1609999999999996;2.09;-0.0243243243243243;-0.013513514;-0.5;-0.333333333333333;2.75;3;1.5;2.5;0;2.5;9.50;24.26;.;1;NA;NA
2;czechia;24;01.12.2002;104.6;76.7;0.60;31.192;2.628636364;4.1609999999999996;2.50;-0.0243243243243243;-0.013513514;-0.5;-0.333333333333333;2.75;3;1.5;2.5;0;2.5;9.50;28.47;.;1;NA;NA
2;czechia;25;01.01.2003;106.7;77.1;-0.40;31.49;2.657391304;3.9620000000000002;1.69;-0.0104321907600596;-0.001490313;-0.384615385;-0.275862068965517;2.5;3;2.5;2.5;0;2.5;10.50;31.3;.;1;NA;NA
2;czechia;26;01.02.2003;103.2;77.3;-0.40;31.645;2.45;3.7559999999999998;1.64;-0.0212765957446809;0;-0.628571429;-0.5;2.5;3;2.5;2.5;0;2.5;10.50;32.81;.;1;NA;NA
2;czechia;27;01.03.2003;102.5;77.2;-0.40;31.758;2.392857143;3.7120000000000002;1.61;-0.0126050420168067;-0.00210084;-0.326086957;-0.191489361702128;2.5;3;2.5;2.5;0;2.5;10.50;30.28;.;1;NA;NA
2;czechia;28;01.04.2003;104.1;77.4;-0.10;31.625;2.446363636;3.9470000000000001;1.73;-0.0112866817155756;0.011286682;-0.326086957;0.0256410256410256;2.5;3;2.5;2.5;0;2.5;10.50;24.92;.;1;NA;NA
2;czechia;29;01.05.2003;102.2;77.4;0.00;31.391;2.455909091;3.593;1.94;0.00970873786407767;0.004854369;-0.321428571;0;2.5;3;2.5;2.5;0;2.5;10.50;25.8;.;1;NA;NA
2;czechia;30;01.06.2003;103.3;77.4;0.30;31.41;2.333333333;3.7909999999999999;1.97;-0.0240480961923848;-0.014028056;-0.461538462;-0.0454545454545455;2.25;3;2.5;2.5;0;2.5;10.50;27.61;.;1;NA;NA
2;czechia;31;01.07.2003;101.4;77.5;-0.10;31.877;2.25173913;4.2350000000000003;2.02;-0.0132325141776938;-0.013232514;-0.301587302;0.241379310344828;2.25;3;2.5;2.5;0;2.5;10.50;28.52;.;1;NA;NA
2;czechia;32;01.08.2003;106.9;77.3;-0.10;32.289;2.058095238;4.2510000000000003;2.06;0.00623700623700624;0.008316008;-0.440677966;-0.230769230769231;2;3;2.5;2.5;0;2.5;10.50;29.84;.;1;NA;NA
2;czechia;33;01.09.2003;104.3;77;0.00;32.354;2.06;4.1559999999999997;2.08;NA;NA;NA;NA;2;3;2.5;2.5;0;2.5;10.50;26.93;.;1;NA;NA
2;czechia;34;01.10.2003;102.7;77;0.40;31.985;2.056956522;4.6630000000000003;2.27;-0.0232018561484919;-0.009280742;-0.393939394;-0.142857142857143;2;3;2.5;2.5;0;2.5;10.50;29.56;.;1;NA;NA
2;czechia;35;01.11.2003;102.6;77.4;1.00;31.974;2.069;4.8230000000000004;2.47;0.0272108843537415;0.038548753;-0.108108108;0;2;3;2.5;2.5;0;2.5;10.50;28.87;.;1;NA;NA
2;czechia;36;01.12.2003;104.7;77.5;1.00;32.313;2.075652174;4.8029999999999999;2.76;0.0131926121372032;0.015831135;-0.264705882;-0.0285714285714286;2;3;2.5;2.5;0;2.5;10.50;29.98;.;1;NA;NA
2;czechia;37;01.01.2004;107.7;78.9;2.30;32.723;2.068636364;4.8259999999999996;2.93;-0.0157894736842105;0.010526316;-0.291666667;-0.125;2;3;2.5;2.5;0;3;11.00;31.34;.;1;NA;NA
2;czechia;38;01.02.2004;111.2;79.1;2.30;32.857;2.064;4.7560000000000002;2.99;0.0100502512562814;0.030150754;-0.375;-0.333333333333333;2;3;2.5;2.5;0;3;11.00;30.86;.;1;NA;NA
2;czechia;39;01.03.2004;110.9;79.1;2.50;32.984;2.054347826;4.5380000000000003;3.04;0.00810810810810811;0.024324324;-0.333333333;-0.411764705882353;2;3;2.5;2.5;0;3;11.00;33.8;.;1;NA;NA
2;czechia;40;01.04.2004;110.2;79.1;2.30;32.514;2.057727273;4.774;3.01;-0.00540540540540541;0.016216216;-0.217391304;0.307692307692308;2;3;2.5;2.5;0;3;11.00;33.51;.;1;NA;NA
2;czechia;41;01.05.2004;111.7;79.5;2.70;31.974;2.156190476;4.9530000000000003;2.98;0.00247524752475248;0.01980198;-0.263157895;-0.17948717948718;2;3;2.5;2.5;0;3;11.00;37.59;.;1;NA;NA
2;czechia;42;01.06.2004;110.8;79.6;2.90;31.614;2.328636364;5.2350000000000003;2.92;0.0204081632653061;0.010204082;-0.310344828;0.0344827586206897;2.25;3;2.5;2.5;0;3;11.00;35.24;.;1;NA;NA
2;czechia;43;01.07.2004;112.6;79.9;3.20;31.521;2.471363636;5.032;2.88;-0.0157657657657658;0.006756757;0.090909091;0.3;2.25;3;2.5;2.5;0;3;11.00;38.45;.;1;NA;NA
2;czechia;44;01.08.2004;109.8;79.9;3.40;31.634;2.567272727;5.056;2.85;0.0021978021978022;0.013186813;-0.285714286;0;2.5;3;2.5;2.5;0;3;11.00;42.69;.;1;NA;NA
2;czechia;45;01.09.2004;108.6;79.2;3.00;31.6;2.723636364;4.96;2.82;0.00709219858156028;0.033687943;-0.1875;-0.157894736842105;2.5;3;2.5;2.5;0;3;11.00;43.42;2.0447360090000002;1;NA;NA
2;czechia;46;01.10.2004;109.1;79.6;3.50;31.484;2.668095238;4.7990000000000004;2.75;-0.0075;0.0125;-0.24;-0.153846153846154;2.5;3;2.5;2.5;0;3;11.00;49.83;2.1357639480000001;1;NA;NA
2;czechia;47;01.11.2004;107.8;79.6;2.90;31.287;2.608636364;.;2.68;0;0.01758794;-0.274509804;-0.681818181818182;2.5;3;2.5;2.5;0;3;11.00;43.46;2.1681051710000001;1;NA;NA
2;czechia;48;01.12.2004;102.6;79.6;2.80;30.647;2.56826087;.;2.67;-0.023936170212766;0.018617021;-0.129032258;-0.2;2.5;3;2.5;2.5;0;3;11.00;39.73;2.0753298650000001;1;NA;NA
2;czechia;49;01.01.2005;103.2;80.2;1.70;30.31;2.531428571;.;2.53;-0.0120772946859903;-0.009661836;-0.362068966;-0.25;2.25;3;2.5;2.5;0;3;11.00;44.06;2.0284757999999998;1;NA;NA
2;czechia;50;01.02.2005;100.6;80.4;1.70;29.961;2.246;.;2.30;-0.0185614849187935;0.002320186;-0.315789474;-0.102040816326531;2.25;3;2.5;2.5;0;3;11.00;45.4;1.987459833;1;NA;NA
2;czechia;51;01.03.2005;100.9;80.3;1.50;29.782;2.082173913;.;2.10;-0.00206185567010309;0.008247423;-0.127659574;-0.2;2.25;3;2.5;2.5;0;3;11.00;53.12;2.0028966010000002;1;NA;NA
2;czechia;52;01.04.2005;101.9;80.4;1.60;30.13;2.026666667;3.5489999999999999;2.05;-0.0209424083769634;-0.007853403;-0.351351351;-0.513513513513513;1.75;3;2.5;2.5;0;3;11.00;51.12;2.0534996190000001;1;NA;NA
2;czechia;53;01.05.2005;101.4;80.5;1.30;30.216;1.777272727;3.4289999999999998;2.01;-0.0261437908496732;-0.013071895;-0.285714286;-0.393939393939394;1.75;3;2.5;2.5;0;3;11.00;48.01;2.0857671409999998;1;NA;NA
2;czechia;54;01.06.2005;104;81;1.80;30.032;1.750909091;3.2269999999999999;2.10;0.0026246719160105;0.023622047;-0.35483871;-0.371428571428571;1.75;3;2.5;2.5;0;3;11.00;53.96;2.1122235599999999;1;NA;NA
2;czechia;55;01.07.2005;102.7;81.2;1.70;30.191;1.772857143;3.4660000000000002;2.17;0.00237529691211401;0.033254157;0.051282051;0;1.75;3;2.5;2.5;0;3;11.00;57.68;2.1170651789999999;1;NA;NA
2;czechia;56;01.08.2005;103.1;81.2;1.70;29.592;1.791304348;3.3170000000000002;2.24;0;-0.005540166;-0.413793103;-0.6;1.75;3;2.5;2.5;0;3;11.00;64.37;2.102268628;1;NA;NA
2;czechia;57;01.09.2005;104.1;81;2.20;29.305;1.795454545;3.3220000000000001;2.31;0.00631578947368421;0.008421053;-0.276595745;-0.317073170731707;1.75;3;2.5;2.5;0;3;11.00;62.66;1.9800761060000001;1;NA;NA
2;czechia;58;01.10.2005;104.2;81.7;2.60;29.677;1.90952381;3.7789999999999999;2.57;0.0162271805273834;0.036511156;-0.285714286;-0.272727272727273;2;3;2.5;2.5;0;3;11.00;58.32;2.1470197340000001;1;NA;NA
2;czechia;59;01.11.2005;105.2;81.5;2.40;29.261;2.245454545;3.6890000000000001;2.87;0.00930232558139535;0.018604651;-0.25;-0.176470588235294;2;3;2.5;2.5;0;3;11.00;55.01;2.3497015320000001;1;NA;NA
2;czechia;60;01.12.2005;105.3;81.4;2.20;28.975;2.172272727;3.5710000000000002;2.79;0.0097323600973236;0.03892944;-0.078947368;-0.244444444444444;2;3;2.5;2.5;0;3;11.00;56.51;2.3013087959999998;1;NA;NA
2;czechia;61;01.01.2006;109;82.6;2.90;28.721;2.136363636;3.464;2.64;-0.0179640718562874;0.00998004;-0.166666667;-0.117647058823529;2;3;2.5;2.5;0;3;11.00;62.87;2.2861926129999999;1;NA;NA
2;czechia;62;01.02.2006;107.1;82.6;2.80;28.409;2.0045;3.4209999999999998;2.68;0.00234741784037559;0.014084507;-0.162162162;-0.257142857142857;2;3;2.5;2.5;0;3;11.00;59.66;2.3231834070000001;1;NA;NA
2;czechia;63;01.03.2006;109.7;82.6;2.80;28.65;2.083478261;3.7229999999999999;2.71;0.0177865612648221;0.013833992;-0.486486486;-0.191489361702128;2;3;2.5;2.5;0;3;11.00;61.59;2.518025309;1;NA;NA
2;czechia;64;01.04.2006;104.7;82.6;2.80;28.508;2.106;3.9740000000000002;2.70;0.0169851380042463;0.01910828;-0.1875;-0.032258064516129;2;3;2.5;2.5;0;3;11.00;70.45;2.544533532;1;NA;NA
2;czechia;65;01.05.2006;111.6;83;3.10;28.271;2.123478261;3.9489999999999998;2.70;0.00288184438040346;0.04610951;-0.071428571;-0.230769230769231;2;3;2.5;2.5;0;3;11.00;69.49;2.7401602550000002;1;NA;NA
2;czechia;66;01.06.2006;108.5;83.2;2.80;28.385;2.162727273;4.0970000000000004;2.79;0.0467032967032967;0.049450549;-0.34375;-0.357142857142857;2;3;2.5;2.5;0;3;11.00;68.14;2.8227288349999999;1;NA;NA
2;czechia;67;01.07.2006;107.9;83.6;2.90;28.445;2.285238095;3.968;2.88;0.0280612244897959;0.056122449;-0.05;0.0526315789473684;2.25;3;2.5;2.5;0;3;11.00;73.81;2.9813743750000001;1;NA;NA
2;czechia;68;01.08.2006;106;83.8;3.10;28.193;2.361304348;3.74;3.01;0;0.016759777;-0.344827586;-0.310344827586207;2.25;3;2.5;2.5;0;3;11.00;73.19;3.2144115709999999;1;NA;NA
2;czechia;69;01.09.2006;108.2;83.2;2.70;28.38;2.498571429;3.8559999999999999;3.15;-0.010126582278481;0.030379747;-0.371428571;-0.405405405405405;2.5;3;2.5;2.5;0;3;11.00;62.02;3.3606117950000001;1;NA;NA
2;czechia;70;01.10.2006;106.8;82.7;1.30;28.29;2.654090909;3.831;3.03;0;0.030444965;-0.185185185;-0.142857142857143;2.5;3;2.5;2.5;0;3;11.00;58.01;3.3911580649999999;1;NA;NA
2;czechia;71;01.11.2006;106.4;82.7;1.50;28.03;2.643636364;3.6560000000000001;2.91;-0.0255754475703325;-0.010230179;-0.192307692;-0.652173913043478;2.5;3;2.5;2.5;0;3;11.00;58.9;3.424142813;1;NA;NA
2;czechia;72;01.12.2006;108.8;82.8;1.70;27.777;2.561904762;3.7229999999999999;2.90;-0.00785340314136126;0.041884817;0.074074074;-0.421052631578947;2.5;3;2.5;2.5;0;3;11.00;62.2;3.4797052160000002;1;NA;NA
2;czechia;73;01.01.2007;111.5;83.6;1.30;27.841;2.58173913;3.85;2.63;-0.0235081374321881;0.014466546;-0.229166667;-0.357142857142857;2.5;3;2.5;2.5;1.5;3;12.50;53.68;3.5605909859999998;1;NA;NA
2;czechia;74;01.02.2007;114.5;83.8;1.50;28.231;2.5895;3.681;2.57;NA;NA;NA;NA;2.5;3;2.5;2.5;1.5;3;12.50;57.68;3.6190706129999999;1;NA;NA
2;czechia;75;01.03.2007;114.3;84.1;1.90;28.055;2.564545455;3.859;2.54;-0.00819672131147541;0.051912568;-0.297297297;-0.435897435897436;2.5;3;2.5;2.5;1.5;3;12.50;62.13;3.7235367730000002;1;NA;NA
2;czechia;76;01.04.2007;113.3;84.7;2.50;28.01;2.598571429;3.9449999999999998;2.64;0.022680412371134;0.018556701;-0.047619048;0.0666666666666667;2.5;3;2.5;2.5;1.5;3;12.50;67.44;3.7510659340000001;1;NA;NA
2;czechia;77;01.05.2007;109;85;2.40;28.231;2.758695652;4.0949999999999998;2.75;0.0600961538461538;0.045673077;-0.357142857;-0.25;2.5;3;2.5;2.5;1.5;3;12.50;67.49;3.8500335450000001;1;NA;NA
2;czechia;78;01.06.2007;109.4;85.2;2.50;28.545;2.927619048;4.5069999999999997;2.89;0.0340136054421769;0.072562358;-0.333333333;-0.347826086956522;2.75;3;2.5;2.5;1.5;3;12.50;71.13;3.910530391;1;NA;NA
2;czechia;79;01.07.2007;111;85.6;2.30;28.33;3.064545455;4.5170000000000003;2.91;0.0273684210526316;0.058947368;-0.04;0.032258064516129;3;3;2.5;2.5;1.5;3;12.50;76.98;4.0068748999999997;1;NA;NA
2;czechia;80;01.08.2007;108.9;85.9;2.40;27.858;3.280434783;4.548;3.15;0.0153846153846154;0.017948718;-0.357142857;-0.142857142857143;3.25;3;2.5;2.5;1.5;3;12.50;70.85;3.8163236469999999;1;NA;NA
2;czechia;81;01.09.2007;107.3;85.6;2.80;27.573;3.466;4.5369999999999999;3.49;-0.0103092783505155;0.016494845;-0.368421053;-0.25;3.25;3;2.5;2.5;1.5;3;12.50;77.17;3.7632808739999999;1;NA;NA
2;czechia;82;01.10.2007;108.9;86.1;4.00;27.336;3.545217391;4.49;3.73;-0.00927643784786642;0.016697588;-0.11627907;-0.0416666666666667;3.25;3;2.5;2.5;1.5;3;12.50;82.69;3.8477540970000002;1;NA;NA
2;czechia;83;01.11.2007;106.5;86.9;5.00;26.731;3.729090909;4.5049999999999999;4.35;0.0121951219512195;0.048780488;-0.372093023;-0.490196078431372;3.5;3;2.5;2.5;1.5;3;12.50;92.44;3.8837958050000001;1;NA;NA
2;czechia;84;01.12.2007;106.7;87.3;5.40;26.3;4.057619048;4.7190000000000003;5.01;0.0192307692307692;0.041958042;-0.089285714;-0.26530612244898;3.5;3;2.5;2.5;1.5;3;12.50;90.86;3.964531198;1;NA;NA
2;czechia;85;01.01.2008;103.8;89.9;7.50;26.051;3.962173913;4.4870000000000001;5.14;NA;NA;NA;NA;3.5;3;2.5;2.5;3;3;14.00;92.08;3.8766999790000001;1;NA;NA
2;czechia;86;01.02.2008;105.1;90.2;7.50;25.376;3.938095238;4.524;5.63;0.0155763239875389;0.014018692;-0.326923077;-0.0833333333333333;3.75;3;2.5;2.5;3;3;14.00;95.25;4.0531119750000002;1;NA;NA
2;czechia;87;01.03.2008;99.7;90.1;7.10;25.221;4.045238095;4.84;5.64;0.00723327305605787;0.023508137;-0.224489796;-0.511111111111111;3.75;3;2.5;2.5;3;3;14.00;103.7;4.0122059969999997;1;NA;NA
2;czechia;88;01.04.2008;103.7;90.4;6.80;25.067;4.107727273;4.7850000000000001;5.31;NA;NA;NA;NA;3.75;3;2.5;2.5;3;3;14.00;109.58;4.0245527389999998;1;NA;NA
2;czechia;89;01.05.2008;101.4;90.8;6.80;25.098;4.143181818;5.17;5.11;0.0197841726618705;0.014388489;-0.321428571;-0.352112676056338;3.75;3;2.5;2.5;3;3;14.00;123.56;4.0466892540000003;1;NA;NA
2;czechia;90;01.06.2008;101.6;91;6.70;24.314;4.209047619;5.1609999999999996;4.91;0.014760147601476;0.053505535;-0.256410256;-0.372549019607843;3.75;3;2.5;2.5;3;3;14.00;132.58;4.1591700889999998;1;NA;NA
2;czechia;91;01.07.2008;97.2;91.5;6.90;23.529;4.110434783;4.6260000000000003;4.76;NA;NA;NA;NA;3.75;3;2.5;2.5;3;3;14.00;133.35;4.2491324979999998;1;NA;NA
2;czechia;92;01.08.2008;96.5;91.4;6.50;24.286;3.813809524;4.5229999999999997;4.51;-0.0147991543340381;-0.033826638;-0.450980392;-0.559322033898305;3.5;3;2.5;2.5;3;3;14.00;113.32;4.2785099070000001;1;NA;NA
2;czechia;93;01.09.2008;97.2;91.2;6.60;24.497;3.805;4.3920000000000003;4.12;-0.0222672064777328;-0.022267206;-0.46;-0.655172413793103;3.5;3;2.5;2.5;3;3;14.00;98.51;3.7536965609999999;1;NA;NA
2;czechia;94;01.10.2008;92.6;91.2;6.00;24.787;4.196086957;5.0179999999999998;3.66;NA;NA;NA;NA;3.5;3;2.5;2.5;3;3;14.00;72.1;4.2582111649999996;1;NA;NA
2;czechia;95;01.11.2008;88.5;90.7;4.40;25.183;4.24;4.5579999999999998;2.98;-0.0115131578947368;-0.016447368;-0.355555556;-0.28;2.75;3;2.5;2.5;3;3;14.00;52.59;1.9333336910000001;1;NA;NA
2;czechia;96;01.12.2008;85;90.5;3.60;26.106;3.858695652;4.37;2.26;-0.0125260960334029;-0.014613779;-0.511627907;-0.527272727272727;2.25;3;2.5;2.5;3;3;14.00;40.22;1.6249197740000001;1;NA;NA
2;czechia;97;01.01.2009;79.9;91.9;2.20;27.169;3.161363636;4.63;1.83;NA;NA;NA;NA;2.25;3;2.5;2.5;3;3;14.00;45.29;0.79728150210000004;1;NA;NA
2;czechia;98;01.02.2009;79.3;91.9;2.00;28.459;2.503;5.1619999999999999;1.71;-0.0256880733944954;-0.033027523;-0.380952381;-0.448275862068966;1.75;3;2.5;2.5;3;3;14.00;43.97;0.40980930939999999;1;NA;NA
2;czechia;99;01.03.2009;84.2;92.1;2.30;27.229;2.514090909;5.7210000000000001;1.61;-0.0163934426229508;-0.004098361;-0.37037037;-0.475409836065574;1.75;3;2.5;2.5;3;3;14.00;47.29;0.123994956;1;NA;NA
2;czechia;100;01.04.2009;81.1;92;1.80;26.76;2.499545455;5.6429999999999998;1.74;NA;NA;NA;NA;1.75;3;2.5;2.5;3;3;14.00;51.31;0.27518215000000001;1;NA;NA
2;czechia;101;01.05.2009;81.8;92;1.30;26.738;2.318571429;5.6369999999999996;1.79;-0.0219594594594595;-0.005067568;-0.560606061;-0.292682926829268;1.5;3;2.5;2.5;3;3;14.00;57.51;0.26616518849999998;1;NA;NA
2;czechia;102;01.06.2009;85;92;1.20;26.545;2.165909091;5.8529999999999998;1.74;-0.00203665987780041;0;-0.294117647;-0.481481481481482;1.5;3;2.5;2.5;3;3;14.00;69.04;0.171480824;1;NA;NA
2;czechia;103;01.07.2009;85.9;91.7;0.30;25.787;2.094347826;5.54;1.69;NA;NA;NA;NA;1.5;3;2.5;2.5;3;3;14.00;65.52;-0.46495675050000002;1;NA;NA
2;czechia;104;01.08.2009;90.5;91.5;0.20;25.649;1.924285714;5.1559999999999997;1.69;-0.0115163147792706;-0.017274472;-0.3125;-0.272727272727273;1.25;3;2.5;2.5;3;3;14.00;72.92;-0.73042014239999997;1;NA;NA
2;czechia;105;01.09.2009;90.3;91.2;0.00;25.349;1.886818182;4.9619999999999997;1.50;-0.00719424460431655;0.005395683;-0.37704918;-0.527777777777778;1.25;3;2.5;2.5;3;3;14.00;68.42;-0.42021012229999999;1;NA;NA
2;czechia;106;01.10.2009;94.2;91.1;-0.20;25.836;1.87;4.2309999999999999;1.57;NA;NA;NA;NA;1.25;3;2.5;2.5;3;3;14.00;73.15;-0.1190910389;1;NA;NA
2;czechia;107;01.11.2009;96.2;91.2;0.50;25.827;1.803809524;4.1130000000000004;1.55;-0.0181518151815182;-0.011551155;-0.389830508;-0.126760563380282;1.25;3;2.5;2.5;3;3;14.00;77.43;0.1340127998;1;NA;NA
2;czechia;108;01.12.2009;99.3;91.4;1.00;26.076;1.636521739;3.9239999999999999;1.49;0.0093167701863354;-0.01552795;-0.415584416;-0.436619718309859;1;3;2.5;2.5;3;3;14.00;75.28;0.19245778729999999;1;NA;NA
2;czechia;109;01.01.2010;105;92.5;0.70;26.136;1.547619048;4.415;1.63;NA;NA;NA;NA;1;3;2.5;2.5;3;3;14.00;77.27;0.18898000000000001;1;NA;NA
2;czechia;110;01.02.2010;103.8;92.5;0.60;25.976;1.5185;4.1920000000000002;1.72;-0.00688073394495413;0.02293578;-0.1875;-0.219512195121951;1;3;2.5;2.5;3;3;14.00;74.31;2.9356E-2;1;NA;NA
2;czechia;111;01.03.2010;105.5;92.7;0.70;25.54;1.433478261;4.0179999999999998;1.70;-0.0169491525423729;0.003766478;-0.37704918;-0.407407407407407;1;3;2.5;2.5;3;3;14.00;79.7;0.21222199999999999;1;NA;NA
2;czechia;112;01.04.2010;109.3;93.1;1.10;25.313;1.416818182;4.0609999999999999;1.74;NA;NA;NA;NA;1;3;2.5;2.5;3;3;14.00;85.47;0.33620299999999997;1;NA;NA
2;czechia;113;01.05.2010;108;93.2;1.20;25.666;1.265238095;4.2240000000000002;1.85;-0.0115207373271889;0.006912442;-0.25;-0.428571428571429;0.75;3;2.5;2.5;3;3;14.00;77.96;4.641E-2;1;NA;NA
2;czechia;114;01.06.2010;107.7;93.2;1.20;25.78;1.235;4.165;1.86;0.005;-0.005;-0.4375;-0.411764705882353;0.75;3;2.5;2.5;3;3;14.00;75.73;0.39749000000000001;1;NA;NA
2;czechia;115;01.07.2010;111;93.5;1.90;25.305;1.228636364;3.883;1.98;NA;NA;NA;NA;0.75;3;2.5;2.5;3;3;14.00;75.14;0.641787;1;NA;NA
2;czechia;116;01.08.2010;110;93.2;1.90;24.807;1.235;3.34;2.06;0.0056390977443609;0.035714286;-0.239130435;-0.0422535211267606;0.75;3;2.5;2.5;3;3;14.00;77.29;0.53517999999999999;1;NA;NA
2;czechia;117;01.09.2010;111.7;93;2.00;24.651;1.223181818;3.4180000000000001;2.10;0;0.044483986;-0.152542373;-0.21875;0.75;3;2.5;2.5;3;3;14.00;77.8;0.80436700000000005;1;NA;NA
2;czechia;118;01.10.2010;110.4;92.8;2.00;24.526;1.203809524;3.7120000000000002;2.18;NA;NA;NA;NA;0.75;3;2.5;2.5;3;3;14.00;83.53;0.95931599999999995;1;NA;NA
2;czechia;119;01.11.2010;111.3;93;2.00;24.637;1.217727273;3.8290000000000002;2.16;-0.0072463768115942;0.03442029;-0.159090909;-0.0175438596491228;0.75;3;2.5;2.5;3;3;14.00;85.99;0.76461599999999996;1;NA;NA
