"arma11_prediction" "arma11_spread" "s_arma11_prediction" "s_arma11_spread"
"1" 4.27044677282277 0.237881898484012 4.27044677282277 0.237881898484012
"2" 3.48144074253638 0.276764703979975 3.48144074253638 0.276764703979975
"3" 4.26413155433713 0.299959226861636 4.27538998974099 0.28892133290596
"4" 3.62997226181876 0.33024552077164 3.63161393262241 0.308967503869148
"5" 3.20958526638537 0.32921623681079 3.21928687883113 0.309518079491365
"6" 2.34785259616732 0.367618611688811 2.33726994203351 0.33691113425381
"7" 0.723566998020154 0.453335243159881 1.02589170036304 0.369798647539575
"8" 0.684926193052287 0.445897497977782 0.454854440118319 0.370200962949954
"9" 0.690782978130802 0.4460496510144 0.65129457111688 0.362274949865644
"10" 1.07784866507604 0.364783238139246 0.680056822095129 0.354484269425244
"11" 0.331644950318151 0.383428100877487 0.0387363996233012 0.416140051362246
"12" 0.765227027074608 0.378421778807907 -0.455721177963094 0.414095081054719
"13" 0.652276992199125 0.379230056884829 0.147299376316191 0.41299754121462
"14" -1.01804277434343 0.432958140516484 0.0292699508536449 0.406256457530408
"15" 0.101122151018325 0.492213219914212 0.499127015820456 0.4030476073315
"16" -0.369594198787135 0.502982453198826 -0.250485241497775 0.409275137809289
"17" 0.186111636907766 0.495183730447818 0.0340309026883343 0.403984595208016
"18" 0.120577161561683 0.487138562672297 0.0617347172744713 0.39770521782119
"19" 0.346822253874437 0.346781073095977 0.59756728125596 0.39660622010515
"20" 0.00220931154222148 0.314847785280399 1.21740935588288 0.396951761894669
"21" -0.00199499831559632 0.313498637249005 0.973369343303412 0.392832994872974
"22" 0.0642372037761908 0.313628624231537 2.78882826894742 0.444933534736366
"23" 0.282167857429793 0.31076108605794 2.20409471515926 0.445240001116989
"24" 0.682176594805217 0.352282308581723 2.59194729519249 0.442003916211841
"25" 0.721678056382497 0.352243617063474 2.2458246883526 0.438848528278373
"26" 2.24656878141805 0.455729433375275 2.81944432293997 0.439223868569828
"27" 2.13749999121463 0.455157161642555 2.91987481501202 0.434074419070295
"28" 2.39431009986612 0.460104214533136 3.2603421135612 0.431023529191146
"29" 2.16600226611821 0.45203743781483 3.41866309158071 0.426518444268962
"30" 2.59685635266325 0.468139273562995 2.89039387553961 0.426465085454413
"31" 2.79958073985859 0.46110628692683 3.62058301734384 0.431041103324741
"32" 3.13143261018882 0.459105279844038 2.76076142015346 0.439124258161894
"33" 3.3285725941794 0.462739051236552 2.81158496380636 0.434539113412247
"34" 2.87642795888037 0.47435285933964 1.54005859878263 0.458392108537796
"35" 3.38459233767283 0.484352519267062 1.77146740192805 0.454377347474073
"36" 2.82646911269008 0.471445526664832 1.50526663064646 0.45137543395023
"37" 2.74626144205473 0.467953202120247 1.66274767184147 0.447229129147927
"38" 2.05751263826353 0.408487547182666 1.29603972648198 0.445610905689911
"39" 1.94419365123533 0.412730468573941 1.9165571087297 0.446921656732458
"40" 1.70762642134352 0.420367301997643 1.70915088988467 0.443721721172815
"41" 1.75191014179393 0.416609533747584 1.73903400422175 0.439722981222981
"42" 1.4551988771746 0.418811984733132 2.2917855964433 0.440178408347349
"43" 1.88088917247327 0.429424016383024 2.6545982700159 0.438195653439515
"44" 1.80655843232539 0.426668415277145 2.37402529735582 0.435730551444261
"45" 1.79441436231909 0.426718352063506 2.19402150964932 0.432640411603775
"46" 2.21527995737258 0.423717954197601 3.00261444952149 0.438487074722209
"47" 2.59426437164712 0.424250644562896 2.76813023094401 0.435712193790282
"48" 2.26580607059409 0.379267788890189 2.8020987358225 0.432244012480337
"49" 2.11640362238554 0.374564593031736 2.79720174727531 0.428842869281429
"50" 3.00697003945589 0.484821855045327 3.13025252123167 0.427130183455979
"51" 2.67865281690972 0.320618455431458 2.75088811163771 0.425872527420854
"52" 2.70326657356279 0.318899591648513 2.91445892845253 0.423049343194839
"53" 2.70349349547115 0.317760876102354 3.11220994091114 0.420486906265336
"54" 2.97857589739092 0.327918620882749 2.64491041354309 0.420418736725264
"55" 2.66198576109463 0.296489743564645 1.13974774402058 0.446834000712279
"56" 2.80362480082681 0.300445729107589 1.60573152064232 0.44571822646195
"57" 2.95293123599908 0.305337275468765 1.76036041139665 0.442757541716637
"58" 2.77555347462095 0.251430229571127 1.29402178861601 0.442887914648043
"59" 1.89964512165103 0.429831018959616 1.58381969235954 0.440583677067596
"60" 2.17440111511845 0.430375529877479 1.98322045034288 0.439186918792188
"61" 1.96537667357054 0.433897046148709 2.58810194329885 0.440287138642758
"62" 1.47543984981942 0.432746024854767 2.38188304126908 0.437943585606513
"63" 1.84111852464301 0.427497144632997 2.52395140675547 0.435326047236664
"64" 2.09474592951492 0.427644620889441 2.28158076051679 0.433293827012211
"65" 2.60706079474665 0.43218155280188 2.42847422177778 0.43077787997063
"66" 2.23419722587799 0.433575680903122 2.84766126183682 0.43006735958887
"67" 2.63194734744081 0.393029407599956 4.12693610277349 0.445618148294946
"68" 2.13801562724345 0.419853364670857 5.06235442911845 0.452208304325225
"69" 2.40950248096933 0.416850603844642 5.35340367222924 0.450739519513123
"70" 2.34163033780871 0.406199491452621 7.82599599759875 0.502277021620902
"71" 4.18029735408366 0.425056775455614 7.31402512181525 0.500721439118663
"72" 5.08793153745355 0.455078026966782 6.92747230150626 0.498517864494503
"73" 5.35813702181929 0.437521977729393 6.64694994834764 0.495953609841794
"74" 8.51490638002245 0.707577263585462 6.70945806797772 0.493290180192207
"75" 7.0575666422276 0.750537931426041 6.5818746274999 0.490545335968855
"76" 6.8486018756709 0.747345486839335 6.85115814287647 0.488731367872193
"77" 6.53639578843709 0.718911443228648 6.3244149763094 0.487624439416544
"78" 6.66050935609249 0.720776436565369 6.54907389985887 0.48564752546448
"79" 6.4996795159521 0.716544120228108 5.80255497806356 0.48656936877005
"80" 6.82474752525217 0.722509697615337 4.03860832864732 0.50460961520754
"81" 6.2111222364864 0.729210282139197 3.47522342512802 0.503887826001213
"82" 6.52882458099494 0.733236566423651 1.93461999387468 0.517688660163752
"83" 5.88725502659898 0.682600567427113 2.07025376167963 0.515092441652317
"84" 4.75877293406598 0.690528097610736 2.39531166892762 0.513011842486287
"85" 3.9655558726809 0.704299406134032 1.72044744888827 0.513837521727267
"86" 1.62190447242901 0.603153809001087 1.28506204441307 0.512897366085466
"87" 3.00466852900691 0.603451107465617 1.27086209748693 0.510425332822976
"88" 2.50939617157935 0.611052713114869 0.188794091528651 0.516583034254092
"89" 1.68114094692285 0.621224091834863 0.332381308329818 0.514094989652266
"90" 1.31984944091989 0.624792900852073 0.0521451964449002 0.512543686236946
"91" 1.35852153011891 0.612905916367905 -0.126093713173582 0.510606240707419
"92" -0.0600259855433176 0.663958719306712 0.763939887463829 0.511932658979278
"93" 0.494470565879582 0.659819919397959 1.14936678042726 0.510089556892189
"94" -0.0203721828273271 0.66984783432725 0.691933631863175 0.509468018997836
"95" -0.106858615163488 0.670886568089842 0.68261417402071 0.507197406013592
"96" 1.00408668456777 0.526261976554614 0.804088967841601 0.504910798441401
"97" 1.15876073209787 0.527784982766089 1.25579205058546 0.503470978244204
"98" 0.697374543916111 0.416592139474808 1.26337573783621 0.501257754094738
"99" 0.735847506746758 0.389617817463735 1.26055222606067 0.499078089153896
"100" 0.78468269809171 0.389201554296106 2.10296230784313 0.500518059763554
"101" 1.12920000080551 0.382643678386502 1.89442758984241 0.498695109904683
"102" 0.842373421723223 0.299709246657507 2.0642685371505 0.496661843811591
"103" 1.14323393868626 0.310397102943222 2.02247752836009 0.494581567341048
"104" 2.11716003707289 0.285417502149173 2.0323713938296 0.492499652524888
"105" 1.32993508558537 0.292352262864604 2.38860697522629 0.49106230318605
"106" 1.92141243621369 0.344057023942832 1.58690600460688 0.49297842226841
