,gini,year,e0,gini_low,gini_medium,gini_high,year_low,year_medium,year_high,e0_low,e0_medium,e0_high,index,year,country,gini,e0
0,27.0,1995,79.95653144730929,0.6551724137931033,0.34482758620689674,0.0,1.0,0.0,0.0,0.948404104886414,0.05159589511358606,0.0,0,1995,AUT,27.0,79.95653144730929
1,26.0,1996,80.0831412426584,0.9999999999974715,2.5285520618187127e-12,0.0,1.0,0.0,0.0,0.8796621128964875,0.12033788710351247,0.0,1,1996,AUT,26.0,80.0831412426584
2,25.0,1997,80.53519502506259,1.0,0.0,0.0,1.0,0.0,0.0,0.6342223552271923,0.3657776447728078,0.0,2,1997,AUT,25.0,80.53519502506259
3,24.0,1998,80.8144691303452,1.0,0.0,0.0,1.0,0.0,0.0,0.4825922364406064,0.5174077635593937,0.0,3,1998,AUT,24.0,80.8144691303452
4,26.0,1999,80.8350221478067,0.9999999999974715,2.5285520618187127e-12,0.0,1.0,0.0,0.0,0.4714331048914942,0.5285668951085057,0.0,4,1999,AUT,26.0,80.8350221478067
5,24.0,2000,81.1012196209085,1.0,0.0,0.0,1.0,0.0,0.0,0.3269028612934748,0.6730971387065252,0.0,5,2000,AUT,24.0,81.1012196209085
6,24.0,2001,81.5650877533688,1.0,0.0,0.0,1.0,0.0,0.0,0.07504857657527193,0.924951423424728,0.0,6,2001,AUT,24.0,81.5650877533688
7,27.4,2003,81.54276301073129,0.5172413793103451,0.4827586206896549,0.0,0.8333333333333334,0.16666666666666666,0.0,0.08716965516427962,0.9128303448357205,0.0,8,2003,AUT,27.4,81.54276301073129
8,25.8,2004,82.1045489080737,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6879379044046088,0.3120620955953912,9,2004,AUT,25.8,82.1045489080737
9,26.3,2005,82.2115035333489,0.8965517241379307,0.10344827586206926,0.0,0.5,0.5,0.0,0.0,0.6047536947243034,0.39524630527569665,10,2005,AUT,26.3,82.2115035333489
10,25.3,2006,82.6418649444511,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.2700391018086507,0.7299608981913493,11,2006,AUT,25.3,82.6418649444511
11,26.2,2007,82.8366416029807,0.931034482758621,0.0689655172413791,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.11855110059070176,0.8814488994092982,12,2007,AUT,26.2,82.8366416029807
12,27.7,2008,82.9559917968607,0.41379310344827586,0.5862068965517242,0.0,5.1234852449804645e-11,0.9999999998872833,6.148182293976556e-11,0.0,0.025726208468902168,0.9742737915310978,13,2008,AUT,27.7,82.9559917968607
13,27.5,2009,82.8518937644338,0.4827586206896549,0.5172413793103451,0.0,0.0,0.7999999999999999,0.19999999999999998,0.0,0.1066886963877308,0.8933113036122692,14,2009,AUT,27.5,82.8518937644338
14,28.3,2010,83.1300107279185,0.2068965517241373,0.7931034482758628,0.0,0.0,0.6,0.4,0.0,0.0,1.0,15,2010,AUT,28.3,83.1300107279185
15,27.4,2011,83.43427778305251,0.5172413793103451,0.4827586206896549,0.0,0.0,0.39999999999999997,0.6,0.0,0.0,1.0,16,2011,AUT,27.4,83.43427778305251
