,IT_years,BN,inf,inf0,inf1,inf2,inf_spread0,inf_spread1,inf_spread2,IT_years_low,IT_years_medium,IT_years_high,BN_low,BN_medium,BN_high,inf_low,inf_medium,inf_high,inf0_low,inf0_medium,inf0_high,inf1_low,inf1_medium,inf1_high,inf2_low,inf2_medium,inf2_high
19,1.0,-10.0,3.4,3.91,3.318118629,3.32,0.55,0.63,0.55,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49622166246851385,0.5037783375314863,0.927272727272728,0.072727272727272,0.0,0.0,0.8700295698412703,0.12997043015872972,0.0,0.8545454545454545,0.14545454545454553
20,1.0,20.0,3.49,3.87,3.381559071,3.41,0.58,0.63,0.54,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.4508816120906799,0.5491183879093201,0.6551724137931031,0.3448275862068968,0.0,0.0,0.8278715412698406,0.1721284587301593,0.0,0.8518518518518517,0.14814814814814825
21,1.0,20.0,3.35,3.71,3.328232714,3.3,0.51,0.62,0.53,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5214105793450879,0.47858942065491195,0.7058823529411765,0.2941176470588235,0.0,0.0,0.964891474193548,0.035108525806451955,0.0,0.9056603773584901,0.09433962264150988
22,1.0,20.0,3.22,3.61,3.37646034,3.2,0.52,0.58,0.52,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5869017632241812,0.4130982367758188,0.7499999999999993,0.2500000000000006,0.0,0.26975920689655125,0.7302407931034488,0.0,0.0,0.9615384615384616,0.03846153846153849
23,1.0,20.0,2.98,3.56,3.451598119,3.0,0.54,0.53,0.52,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.707808564231738,0.292191435768262,1.0,0.0,0.0,0.8898077716981124,0.11019222830188756,0.0,0.03846153846153849,0.9615384615384616,0.0
24,1.0,10.0,3.49,3.26,3.537662097,3.39,0.17,0.48,0.52,1.0,0.0,0.0,5.2523291434441316e-11,0.999999999921215,2.6261645720198095e-11,0.0,0.4508816120906799,0.5491183879093201,0.0,0.0,1.0,0.09929603541666647,0.9007039645833336,0.0,0.0,0.8076923076923075,0.19230769230769246
25,2.0,30.0,3.93,3.32,3.66902605,3.76,0.18,0.48,0.52,1.0,0.0,0.0,0.0,3.1036487433083824e-11,0.9999999999689635,0.0,0.22921914357682602,0.7707808564231741,0.0,0.0,1.0,0.0,0.4563042708333326,0.5436957291666674,0.0,0.6730769230769221,0.3269230769230779
26,2.0,20.0,4.64,3.41,3.950821832,4.38,0.29,0.55,0.53,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5094339622641515,0.4905660377358484
27,2.0,40.0,4.53,3.6,4.043009428,4.31,0.55,0.53,0.52,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08114986415094412,0.9188501358490558,0.0,0.5769230769230761,0.4230769230769239
28,2.0,30.0,4.32,3.8,4.029093714,4.14,0.63,0.53,0.51,1.0,0.0,0.0,0.0,3.1036487433083824e-11,0.9999999999689635,0.0,0.03274559193954635,0.9672544080604536,0.0,0.17460317460317373,0.8253968253968262,0.0,0.4511202150943394,0.5488797849056606,0.0,0.6470588235294105,0.3529411764705896
29,2.0,30.0,2.76,3.98,3.223484331,2.79,0.59,0.6,0.55,1.0,0.0,0.0,0.0,3.1036487433083824e-11,0.9999999999689635,0.0,0.8186397984886651,0.18136020151133495,1.0,0.0,0.0,0.772473885,0.22752611499999997,0.0,0.054545454545455015,0.945454545454545,0.0
30,2.0,10.0,3.95,3.95,3.768967064,3.72,0.65,0.53,0.57,1.0,0.0,0.0,5.2523291434441316e-11,0.999999999921215,2.6261645720198095e-11,0.0,0.21914357682619628,0.7808564231738038,1.2557476415971908e-12,0.9999999999974885,1.2557476415971902e-12,0.0,0.658428422641509,0.34157157735849086,0.0,0.5964912280701754,0.4035087719298246
31,2.0,20.0,3.63,4.02,3.64542029,3.56,0.62,0.52,0.56,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.380352644836272,0.619647355163728,0.6290322580645155,0.3709677419354845,0.0,0.02965440384615428,0.9703455961538457,0.0,0.0,0.8750000000000003,0.1249999999999997
32,2.0,0.0,3.15,3.97,3.46464014,3.2,0.64,0.53,0.56,1.0,0.0,0.0,0.9999999999522515,4.77484490439131e-11,0.0,0.0,0.6221662468513853,0.37783375314861467,1.0,0.0,0.0,0.5936606415094342,0.4063393584905658,0.0,0.08928571428571476,0.9107142857142853,0.0
33,2.0,10.0,2.79,3.72,3.250835432,2.9,0.62,0.56,0.55,1.0,0.0,0.0,5.2523291434441316e-11,0.999999999921215,2.6261645720198095e-11,0.0,0.8035264483627204,0.19647355163727967,1.0,0.0,0.0,0.8229204142857144,0.17707958571428561,0.0,0.19999999999999968,0.8000000000000004,0.0
34,2.0,0.0,3.01,3.43,3.324146418,3.04,0.58,0.56,0.55,1.0,0.0,0.0,0.9999999999522515,4.77484490439131e-11,0.0,0.0,0.6926952141057935,0.30730478589420646,0.7241379310344833,0.2758620689655167,0.0,0.5609757464285722,0.4390242535714278,0.0,0.054545454545455015,0.9454545454545449,0.0
35,2.0,0.0,2.89,3.22,3.199226405,2.96,0.44,0.57,0.54,1.0,0.0,0.0,0.9999999999522515,4.77484490439131e-11,0.0,0.0,0.7531486146095716,0.24685138539042834,0.7500000000000002,0.24999999999999975,0.0,0.5425024649122808,0.4574975350877192,0.0,0.12962962962962932,0.8703703703703707,0.0
36,2.0,-10.0,1.74,3.24,2.405519619,2.1,0.42,0.67,0.57,1.0,0.0,0.0,1.0,0.0,0.0,0.7333333333333333,0.26666666666666666,0.0,1.0,0.0,0.0,0.9933128641791047,0.006687135820895241,0.0,0.6315789473684215,0.3684210526315786,0.0
37,3.0,0.0,1.62,2.87,1.992448542,1.92,0.57,0.68,0.56,1.0,0.0,0.0,0.9999999999522515,4.77484490439131e-11,0.0,0.8666666666666666,0.13333333333333347,0.0,1.0,0.0,0.0,0.5477184441176467,0.45228155588235325,0.0,0.5357142857142854,0.46428571428571463,0.0
38,3.0,0.0,0.63,2.53,0.985644311,1.05,0.61,0.73,0.58,1.0,0.0,0.0,0.9999999999522515,4.77484490439131e-11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.48718398767123294,0.5128160123287671,0.0,0.7241379310344829,0.2758620689655171,0.0
39,3.0,-20.0,0.95,2.12,1.29188944,1.24,0.86,0.74,0.58,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4620127567567569,0.5379872432432431,0.0,0.5000000000000001,0.49999999999999994,0.0
40,3.0,-10.0,1.59,1.81,1.672109121,1.8,0.89,0.73,0.57,1.0,0.0,0.0,1.0,0.0,0.0,0.8999999999999999,0.10000000000000009,0.0,0.24719101123595502,0.752808988764045,0.0,0.11247824794520549,0.8875217520547946,0.0,0.3684210526315788,0.6315789473684211,0.0
41,3.0,0.0,1.93,1.57,2.075783344,2.1,0.71,0.57,0.57,1.0,0.0,0.0,0.9999999999522515,4.77484490439131e-11,0.0,0.5222222222222223,0.47777777777777775,0.0,0.0,0.4929577464788736,0.5070422535211265,0.2557602526315791,0.7442397473684209,0.0,0.29824561403508804,0.7017543859649119,0.0
42,3.0,-10.0,2.17,1.41,2.280357705,2.3,0.46,0.5,0.56,1.0,0.0,0.0,1.0,0.0,0.0,0.25555555555555554,0.7444444444444444,0.0,0.0,0.0,1.0,0.2207154100000004,0.7792845899999996,0.0,0.23214285714285693,0.767857142857143,0.0
43,3.0,-20.0,2.74,1.48,2.798887377,2.77,0.53,0.51,0.56,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8287153652392946,0.17128463476070546,0.0,0.0,1.0,0.11546544509803842,0.8845345549019616,0.0,0.05357142857142822,0.9464285714285718,0.0
44,3.0,-20.0,2.84,1.67,2.726276632,2.86,0.71,0.49,0.56,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.778337531486146,0.22166246851385388,0.0,0.0,1.0,0.0,0.7679114938775509,0.2320885061224492,0.03571428571428575,0.9642857142857142,0.0
45,3.0,-30.0,2.72,2.04,2.572537872,2.76,0.65,0.47,0.55,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8387909319899243,0.16120906801007573,0.0,0.0,1.0,0.0,0.6862507914893607,0.31374920851063925,0.072727272727272,0.927272727272728,0.0
46,3.0,-20.0,2.38,2.33,2.274009699,2.49,0.46,0.47,0.55,1.0,0.0,0.0,1.0,0.0,0.0,0.022222222222222244,0.9777777777777779,0.0,0.0,0.8913043478260874,0.10869565217391267,0.0,0.7744887212765962,0.22551127872340385,0.20000000000000057,0.7999999999999995,0.0
47,3.0,0.0,2.49,2.46,2.434971676,2.57,0.33,0.48,0.54,1.0,0.0,0.0,0.9999999999522515,4.77484490439131e-11,0.0,0.0,0.9546599496221662,0.04534005037783391,0.0,0.9090909090909084,0.09090909090909163,0.0,0.8853576583333328,0.11464234166666717,0.14814814814814745,0.8518518518518525,0.0
48,3.0,-20.0,2.46,2.55,2.314794766,2.55,0.23,0.36,0.54,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9697732997481108,0.0302267002518892,0.39130434782608636,0.6086956521739136,0.0,0.0,0.5966521277777774,0.40334787222222257,0.1666666666666664,0.8333333333333336,0.0
49,4.0,-20.0,2.66,2.6,2.654234866,2.7,0.17,0.36,0.54,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8690176322418135,0.13098236775818653,0.0,0.6470588235294112,0.3529411764705887,0.0,0.9839857388888882,0.016014261111111747,0.07407407407407413,0.9259259259259258,0.0
50,4.0,-40.0,2.52,2.59,2.366422107,2.59,0.16,0.27,0.53,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9395465994962217,0.0604534005037784,0.4374999999999986,0.5625000000000014,0.0,0.0,0.43119298888888885,0.5688070111111111,0.13207547169811285,0.8679245283018872,0.0
51,4.0,-20.0,2.41,2.54,2.350744959,2.5,0.12,0.27,0.53,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.994962216624685,0.005037783375314978,1.0,0.0,0.0,0.0,0.7805368851851848,0.21946311481481523,0.1698113207547167,0.8301886792452833,0.0
52,4.0,-30.0,2.3,2.49,2.268835345,2.41,0.09,0.22,0.52,1.0,0.0,0.0,1.0,0.0,0.0,0.11111111111111123,0.8888888888888888,0.0,1.0,0.0,0.0,0.0,0.8583424772727274,0.14165752272727256,0.21153846153846215,0.7884615384615379,0.0
53,4.0,-20.0,2.0,2.47,2.065682179,2.16,0.11,0.2,0.52,1.0,0.0,0.0,1.0,0.0,0.0,0.44444444444444436,0.5555555555555556,0.0,1.0,0.0,0.0,0.3284108949999998,0.6715891050000001,0.0,0.30769230769230793,0.692307692307692,0.0
54,4.0,0.0,2.23,2.39,2.389758833,2.34,0.2,0.2,0.52,1.0,0.0,0.0,0.9999999999522515,4.77484490439131e-11,0.0,0.18888888888888883,0.8111111111111111,0.0,0.8,0.2,0.0,0.7987941650000001,0.20120583499999994,0.0,0.21153846153846131,0.7884615384615388,0.0
55,4.0,-10.0,1.6,2.35,1.826301936,1.82,0.21,0.24,0.52,1.0,0.0,0.0,1.0,0.0,0.0,0.8888888888888887,0.11111111111111122,0.0,1.0,0.0,0.0,0.9429247333333326,0.05707526666666741,0.0,0.423076923076923,0.576923076923077,0.0
56,4.0,-10.0,1.17,2.18,1.234097255,1.42,0.3,0.28,0.52,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2289187678571431,0.7710812321428568,0.0,0.4807692307692307,0.5192307692307693,0.0
57,4.0,-10.0,1.69,1.95,1.874743082,1.86,0.44,0.3,0.52,1.0,0.0,0.0,1.0,0.0,0.0,0.7888888888888889,0.21111111111111105,0.0,0.590909090909091,0.409090909090909,0.0,0.6158102733333333,0.38418972666666673,0.0,0.3269230769230772,0.6730769230769228,0.0
58,4.0,-40.0,1.69,1.83,1.793383936,1.86,0.39,0.28,0.52,1.0,0.0,0.0,1.0,0.0,0.0,0.7888888888888889,0.21111111111111105,0.0,0.3589743589743592,0.6410256410256407,0.0,0.3692283428571426,0.6307716571428573,0.0,0.3269230769230772,0.6730769230769228,0.0
59,4.0,-30.0,1.05,1.73,1.090545945,1.31,0.33,0.33,0.52,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.12286649999999955,0.8771335000000005,0.0,0.5,0.5,0.0
60,4.0,-40.0,1.78,1.57,2.234876599,1.9,0.39,0.36,0.52,1.0,0.0,0.0,1.0,0.0,0.0,0.6888888888888888,0.31111111111111117,0.0,0.0,0.4615384615384615,0.5384615384615384,1.0,0.0,0.0,0.23076923076923053,0.7692307692307695,0.0
61,5.0,-10.0,1.66,1.5,1.730418889,1.82,0.28,0.36,0.52,0.9999999999999987,1.3322676295430881e-15,0.0,1.0,0.0,0.0,0.8222222222222223,0.1777777777777777,0.0,0.0,0.42857142857142894,0.5714285714285712,0.1956080250000005,0.8043919749999996,0.0,0.30769230769230793,0.692307692307692,0.0
62,5.0,-30.0,1.84,1.51,1.836341377,1.96,0.28,0.35,0.52,0.9999999999999987,1.3322676295430881e-15,0.0,1.0,0.0,0.0,0.6222222222222221,0.3777777777777779,0.0,0.0,0.0,1.0,0.0,0.9895467914285715,0.010453208571428488,0.23076923076923053,0.7692307692307695,0.0
63,5.0,-20.0,2.15,1.62,1.874276596,2.22,0.26,0.35,0.51,0.9999999999999987,1.3322676295430881e-15,0.0,1.0,0.0,0.0,0.27777777777777785,0.7222222222222222,0.0,0.0,0.0,1.0,0.0,0.21221884571428637,0.7877811542857136,0.13725490196078488,0.8627450980392152,0.0
64,5.0,10.0,1.64,1.69,1.707222983,1.81,0.33,0.34,0.51,0.9999999999999987,1.3322676295430881e-15,0.0,5.2523291434441316e-11,0.999999999921215,2.6261645720198095e-11,0.8444444444444446,0.15555555555555547,0.0,0.15151515151515163,0.8484848484848484,0.0,0.19771465588235343,0.8022853441176465,0.0,0.33333333333333365,0.6666666666666664,0.0
65,5.0,0.0,1.55,1.69,1.637760677,1.71,0.33,0.29,0.51,0.9999999999999987,1.3322676295430881e-15,0.0,0.9999999999522515,4.77484490439131e-11,0.0,0.9444444444444444,0.055555555555555615,0.0,0.42424242424242387,0.5757575757575761,0.0,0.30262302413793063,0.6973769758620694,0.0,0.31372549019607826,0.6862745098039217,0.0
66,5.0,10.0,1.56,1.77,1.624270944,1.71,0.19,0.28,0.51,0.9999999999999987,1.3322676295430881e-15,0.0,5.2523291434441316e-11,0.999999999921215,2.6261645720198095e-11,0.9333333333333333,0.06666666666666674,0.0,1.0,0.0,0.0,0.22953908571428566,0.7704609142857144,0.0,0.2941176470588234,0.7058823529411766,0.0
67,5.0,20.0,1.78,1.73,1.593595807,1.89,0.21,0.26,0.5,0.9999999999999987,1.3322676295430881e-15,0.0,0.0,0.5,0.5,0.6888888888888888,0.31111111111111117,0.0,0.0,0.7619047619047616,0.23809523809523836,0.0,0.28306079615384616,0.7169392038461537,0.21999999999999975,0.7800000000000002,0.0
68,5.0,0.0,1.89,1.75,1.680963661,1.99,0.21,0.25,0.5,0.9999999999999987,1.3322676295430881e-15,0.0,0.9999999999522515,4.77484490439131e-11,0.0,0.5666666666666667,0.43333333333333324,0.0,0.0,0.3333333333333337,0.6666666666666663,0.0,0.1638546440000006,0.8361453559999994,0.20000000000000018,0.7999999999999998,0.0
69,5.0,10.0,1.46,1.76,1.68439619,1.64,0.21,0.22,0.5,0.9999999999999987,1.3322676295430881e-15,0.0,5.2523291434441316e-11,0.999999999921215,2.6261645720198095e-11,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3599999999999999,0.6400000000000001,0.0
70,5.0,-10.0,1.46,1.65,1.688725666,1.61,0.15,0.24,0.5,0.9999999999999987,1.3322676295430881e-15,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9530236083333339,0.046976391666666194,0.0,0.30000000000000027,0.6999999999999997,0.0
71,5.0,-20.0,1.67,1.61,1.63822751,1.78,0.16,0.22,0.5,0.9999999999999987,1.3322676295430881e-15,0.0,1.0,0.0,0.0,0.8111111111111112,0.18888888888888883,0.0,0.0,0.6250000000000009,0.3749999999999991,0.0,0.8555795909090917,0.14442040909090828,0.2200000000000002,0.7799999999999998,0.0
72,5.0,20.0,0.72,1.64,1.445848865,1.0,0.16,0.32,0.51,0.9999999999999987,1.3322676295430881e-15,0.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5490196078431373,0.4509803921568627,0.0
73,6.0,0.0,1.25,1.49,1.693125632,1.37,0.38,0.31,0.5,0.75,0.25,0.0,0.9999999999522515,4.77484490439131e-11,0.0,1.0,0.0,0.0,0.6315789473684208,0.36842105263157915,0.0,1.0,0.0,0.0,0.2400000000000002,0.7599999999999998,0.0
74,6.0,0.0,2.3,1.41,1.734486818,2.28,0.37,0.33,0.51,0.75,0.25,0.0,0.9999999999522515,4.77484490439131e-11,0.0,0.11111111111111123,0.8888888888888888,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9607843137254902,0.039215686274509824
75,6.0,10.0,2.21,1.47,1.84650119,2.26,0.47,0.35,0.51,0.75,0.25,0.0,5.2523291434441316e-11,0.999999999921215,2.6261645720198095e-11,0.21111111111111105,0.788888888888889,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.09803921568627415,0.9019607843137258,0.0
76,6.0,10.0,2.32,1.6,1.988654937,2.35,0.55,0.33,0.5,0.75,0.25,0.0,5.2523291434441316e-11,0.999999999921215,2.6261645720198095e-11,0.08888888888888898,0.911111111111111,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0600000000000005,0.9399999999999995,0.0
77,6.0,10.0,1.82,1.74,1.520384623,1.95,0.6,0.33,0.51,0.75,0.25,0.0,5.2523291434441316e-11,0.999999999921215,2.6261645720198095e-11,0.6444444444444444,0.3555555555555557,0.0,0.0,0.8666666666666665,0.13333333333333347,0.0,0.09207461515151513,0.907925384848485,0.25490196078431354,0.7450980392156865,0.0
78,6.0,10.0,1.35,1.77,1.560833438,1.53,0.6,0.33,0.51,0.75,0.25,0.0,5.2523291434441316e-11,0.999999999921215,2.6261645720198095e-11,1.0,0.0,0.0,0.6999999999999998,0.30000000000000027,0.0,0.6388892060606055,0.36111079393939444,0.0,0.3529411764705881,0.6470588235294119,0.0
79,6.0,-10.0,1.29,1.87,1.437728007,1.46,0.44,0.34,0.5,0.75,0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.434494138235294,0.5655058617647061,0.0,0.33999999999999986,0.6600000000000001,0.0
80,6.0,30.0,1.97,1.88,2.077687644,2.02,0.43,0.37,0.5,0.75,0.25,0.0,0.0,3.1036487433083824e-11,0.9999999999689635,0.47777777777777775,0.5222222222222221,0.0,0.0,0.7906976744186045,0.20930232558139544,0.2910476864864866,0.7089523135135134,0.0,0.10000000000000009,0.8999999999999999,0.0
81,6.0,10.0,2.26,1.83,1.759300832,2.29,0.39,0.37,0.5,0.75,0.25,0.0,5.2523291434441316e-11,0.999999999921215,2.6261645720198095e-11,0.1555555555555557,0.8444444444444442,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0600000000000005,0.9399999999999995,0.0
82,6.0,10.0,2.16,1.84,2.016867447,2.22,0.4,0.39,0.5,0.75,0.25,0.0,5.2523291434441316e-11,0.999999999921215,2.6261645720198095e-11,0.26666666666666644,0.7333333333333336,0.0,0.0,0.20000000000000012,0.7999999999999999,0.0,0.6329934538461539,0.3670065461538462,0.1200000000000001,0.8799999999999999,0.0
83,6.0,30.0,2.04,1.81,1.853727838,2.11,0.37,0.37,0.5,0.75,0.25,0.0,0.0,3.1036487433083824e-11,0.9999999999689635,0.3999999999999999,0.6000000000000001,0.0,0.0,0.3783783783783786,0.6216216216216214,0.0,0.49656172432432394,0.503438275675676,0.13999999999999968,0.8600000000000003,0.0
84,6.0,10.0,1.94,1.84,1.845211935,2.02,0.38,0.36,0.49,0.75,0.25,0.0,5.2523291434441316e-11,0.999999999921215,2.6261645720198095e-11,0.5111111111111112,0.4888888888888889,0.0,0.0,0.7368421052631583,0.26315789473684165,0.0,0.7366998194444445,0.26330018055555543,0.16326530612244913,0.836734693877551,0.0
85,7.0,10.0,1.47,1.94,1.632106699,1.62,0.31,0.36,0.5,0.5,0.5,0.0,5.2523291434441316e-11,0.999999999921215,2.6261645720198095e-11,1.0,0.0,0.0,1.0,0.0,0.0,0.45029638611111117,0.5497036138888888,0.0,0.30000000000000027,0.6999999999999997,0.0
86,7.0,40.0,0.22,1.97,-0.013693366,0.52,0.25,0.38,0.51,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3850174578947369,0.6149825421052632,0.5882352941176471,0.4117647058823529,0.0
87,7.0,40.0,0.26,1.68,1.108369424,0.52,0.7,0.36,0.51,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5098039215686275,0.4901960784313726,0.0
88,7.0,-20.0,0.32,1.35,0.448186238,0.56,0.81,0.41,0.51,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3126493609756098,0.6873506390243902,0.0,0.47058823529411775,0.5294117647058822,0.0
89,7.0,20.0,0.71,1.04,1.049067596,0.9,0.79,0.4,0.51,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.41772151898734183,0.5822784810126581,0.0,0.8476689900000001,0.15233101,0.0,0.3725490196078432,0.6274509803921567,0.0
