,IT_years,BN,inf,inf0,inf1,inf2,inf_spread0,inf_spread1,inf_spread2,IT_years_low,IT_years_medium,IT_years_high,BN_low,BN_medium,BN_high,inf_low,inf_medium,inf_high,survey_low,survey_high,survey_medium,inf0_low,inf0_medium,inf0_high,inf1_low,inf1_medium,inf1_high,inf2_low,inf2_medium,inf2_high
0,4.0,-10.0,3.7,4.8,4.27,4.27,0.67,0.24,0.24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.013157894736842117,0.986842105263158,0.0825,0.381,0.408,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,4.0,10.0,3.9,4.43,3.48,3.48,0.56,0.28,0.28,1.0,0.0,0.0,4.2973606186676346e-11,0.9999999999355396,2.1486803095723348e-11,0.0,0.0,1.0,0.07400000000000001,0.4485,0.365,0.946428571428571,0.053571428571429006,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2,4.0,0.0,3.7,4.17,4.26,4.28,0.32,0.3,0.29,1.0,0.0,0.0,0.9999999999618012,3.819876288299699e-11,0.0,0.0,0.013157894736842117,0.986842105263158,0.0955,0.35850000000000004,0.395,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3,4.0,0.0,3.2,4.0,3.63,3.63,0.26,0.33,0.31,1.0,0.0,0.0,0.9999999999618012,3.819876288299699e-11,0.0,0.0,0.34210526315789475,0.6578947368421052,0.1035,0.36,0.353,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4,4.0,0.0,2.5,3.8,3.21,3.22,0.33,0.33,0.31,1.0,0.0,0.0,0.9999999999618012,3.819876288299699e-11,0.0,0.0,0.8026315789473686,0.19736842105263147,0.1125,0.32300000000000006,0.395,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5,4.0,0.0,1.2,3.52,2.35,2.34,0.53,0.37,0.34,1.0,0.0,0.0,0.9999999999618012,3.819876288299699e-11,0.0,0.9999999999994869,5.131450817184294e-13,0.0,0.126,0.313,0.38,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6,4.0,20.0,0.6,3.03,0.72,1.03,0.94,0.45,0.37,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.192,0.26849999999999996,0.312,1.0,0.0,0.0,0.26666666666666666,0.7333333333333334,0.0,1.0,0.0,0.0
7,4.0,0.0,0.6,2.52,0.68,0.45,1.24,0.45,0.37,1.0,0.0,0.0,0.9999999999618012,3.819876288299699e-11,0.0,1.0,0.0,0.0,0.1595,0.249,0.405,1.0,0.0,0.0,0.17777777777777792,0.8222222222222221,0.0,0.0,0.5945945945945947,0.40540540540540526
8,4.0,0.0,0.8,1.97,0.69,0.65,1.23,0.45,0.36,1.0,0.0,0.0,0.9999999999618012,3.819876288299699e-11,0.0,1.0,0.0,0.0,0.16699999999999998,0.23,0.402,0.9512195121951219,0.04878048780487809,0.0,0.0,0.7555555555555553,0.2444444444444447,0.0,0.5833333333333333,0.41666666666666674
9,4.0,-10.0,0.6,1.48,1.08,0.68,1.01,0.36,0.35,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.154,0.2025,0.46399999999999997,0.8712871287128713,0.12871287128712872,0.0,1.0,0.0,0.0,0.2285714285714288,0.7714285714285712,0.0
10,4.0,-10.0,0.5,1.05,0.33,0.04,0.68,0.38,0.42,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.187,0.22650000000000003,0.35200000000000004,0.8088235294117647,0.19117647058823528,0.0,0.0,0.5526315789473684,0.44736842105263164,0.0,0.0,1.0
11,4.0,-10.0,0.6,0.72,0.77,-0.46,0.23,0.38,0.41,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.182,0.243,0.336,0.5217391304347826,0.47826086956521735,0.0,0.44736842105263164,0.5526315789473683,0.0,0.0,0.0,1.0
12,5.0,0.0,-0.4,0.62,0.65,0.15,0.09,0.38,0.41,1.0,0.0,0.0,0.9999999999618012,3.819876288299699e-11,0.0,1.0,0.0,0.0,0.24255000000000002,0.17145,0.33759999999999996,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
13,5.0,0.0,-0.4,0.45,-1.02,0.03,0.39,0.43,0.41,1.0,0.0,0.0,0.9999999999618012,3.819876288299699e-11,0.0,1.0,0.0,0.0,0.2465,0.16419999999999998,0.3456,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
14,5.0,0.0,-0.4,0.28,0.1,0.5,0.49,0.49,0.4,1.0,0.0,0.0,0.9999999999618012,3.819876288299699e-11,0.0,1.0,0.0,0.0,0.2061,0.21655000000000002,0.3478,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
15,5.0,10.0,-0.1,0.08,-0.37,-0.25,0.48,0.5,0.41,1.0,0.0,0.0,4.2973606186676346e-11,0.9999999999355396,2.1486803095723348e-11,1.0,0.0,0.0,0.26195,0.19045,0.3109,0.3750000000000001,0.6249999999999999,0.0,0.0,0.46,0.54,0.0,0.6341463414634146,0.36585365853658536
16,5.0,0.0,0.0,-0.03,0.19,0.03,0.43,0.5,0.4,1.0,0.0,0.0,0.9999999999618012,3.819876288299699e-11,0.0,1.0,0.0,0.0,0.31545,0.1188,0.2606,0.0,0.9302325581395349,0.0697674418604651,0.38,0.62,0.0,0.075,0.9249999999999999,0.0
17,5.0,-10.0,0.3,-0.12,0.12,0.06,0.36,0.49,0.4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.35885,0.09505000000000001,0.23420000000000002,0.0,0.0,1.0,0.0,0.6326530612244898,0.36734693877551017,0.0,0.4,0.6
18,5.0,-10.0,-0.1,-0.17,0.35,0.6,0.26,0.35,0.4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.39019999999999994,0.07285,0.2322,0.0,0.7307692307692308,0.2692307692307693,1.0,0.0,0.0,1.0,0.0,0.0
19,5.0,10.0,-0.1,-0.12,0.0,1.22,0.24,0.31,0.4,1.0,0.0,0.0,4.2973606186676346e-11,0.9999999999355396,2.1486803095723348e-11,1.0,0.0,0.0,0.37270000000000003,0.08460000000000001,0.23739999999999997,0.0,0.9166666666666667,0.0833333333333333,0.3225806451612903,0.6774193548387096,0.0,1.0,0.0,0.0
20,5.0,10.0,0.0,-0.07,0.0,0.97,0.21,0.31,0.39,1.0,0.0,0.0,4.2973606186676346e-11,0.9999999999355396,2.1486803095723348e-11,1.0,0.0,0.0,0.3557,0.1027,0.2908,0.0,0.6666666666666666,0.33333333333333337,1.2291243287295839e-12,0.9999999999975417,1.2291243287295837e-12,1.0,0.0,0.0
21,5.0,-10.0,0.4,0.0,0.06,2.79,0.14,0.31,0.44,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.371,0.09050000000000001,0.2547,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
22,5.0,40.0,1.0,0.08,0.28,2.2,0.2,0.31,0.45,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2831,0.13085000000000002,0.3243,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
23,5.0,20.0,1.0,0.25,0.68,2.59,0.39,0.35,0.44,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.2723,0.12755,0.3343,0.0,0.0,1.0,0.0,0.0857142857142858,0.9142857142857143,1.0,0.0,0.0
24,6.0,10.0,2.3,0.37,0.72,2.25,0.48,0.35,0.44,1.0,0.0,0.0,4.2973606186676346e-11,0.9999999999355396,2.1486803095723348e-11,0.0,0.9342105263157897,0.06578947368421029,0.2981,0.1288,0.2852,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8863636363636367,0.11363636363636326
25,6.0,30.0,2.3,0.77,2.25,2.82,0.81,0.46,0.44,1.0,0.0,0.0,0.0,2.6261645717220658e-11,0.9999999999737383,0.0,0.9342105263157897,0.06578947368421029,0.2777,0.15155,0.30510000000000004,0.0,0.0,1.0,0.0,0.8913043478260874,0.10869565217391267,1.0,0.0,0.0
26,6.0,20.0,2.5,1.17,2.14,2.92,0.87,0.46,0.43,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.8026315789473686,0.19736842105263147,0.23310000000000003,0.1446,0.3978,0.0,0.0,1.0,0.0,0.21739130434782628,0.7826086956521737,0.976744186046511,0.023255813953488903,0.0
27,6.0,20.0,2.3,1.58,2.39,3.26,0.81,0.46,0.43,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.9342105263157897,0.06578947368421029,0.2965,0.12635,0.3118,0.0,0.11111111111111148,0.8888888888888885,0.19565217391304413,0.8043478260869558,0.0,1.0,0.0,0.0
28,6.0,20.0,2.7,1.9,2.17,3.42,0.64,0.45,0.43,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.6710526315789473,0.3289473684210526,0.23120000000000002,0.18780000000000002,0.35109999999999997,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
29,6.0,10.0,2.9,2.18,2.6,2.89,0.55,0.47,0.43,1.0,0.0,0.0,4.2973606186676346e-11,0.9999999999355396,2.1486803095723348e-11,0.0,0.5394736842105265,0.4605263157894735,0.23920000000000002,0.20665000000000003,0.3235,0.0,0.0,1.0,0.0,0.3617021276595751,0.6382978723404249,0.0,0.9767441860465121,0.02325581395348787
30,6.0,10.0,3.2,2.5,2.8,3.62,0.23,0.46,0.43,1.0,0.0,0.0,4.2973606186676346e-11,0.9999999999355396,2.1486803095723348e-11,0.0,0.34210526315789475,0.6578947368421052,0.26445,0.16490000000000002,0.2957,0.0,0.0,1.0,0.0,0.13043478260869482,0.8695652173913052,0.9767441860465111,0.0232558139534889,0.0
31,6.0,10.0,3.4,2.65,3.13,2.76,0.33,0.46,0.44,1.0,0.0,0.0,4.2973606186676346e-11,0.9999999999355396,2.1486803095723348e-11,0.0,0.21052631578947387,0.7894736842105261,0.20984999999999998,0.17835,0.4035,0.0,0.0,1.0,0.0,0.41304347826086946,0.5869565217391305,0.0,0.0,1.0
32,6.0,30.0,3.0,2.83,3.33,2.81,0.38,0.46,0.43,1.0,0.0,0.0,0.0,2.6261645717220658e-11,0.9999999999737383,0.0,0.4736842105263159,0.5263157894736841,0.19965,0.17149999999999999,0.44329999999999997,0.0,0.5526315789473685,0.4473684210526315,0.7173913043478264,0.2826086956521737,0.0,0.0,0.5581395348837213,0.4418604651162788
33,6.0,10.0,3.5,2.92,2.88,1.54,0.35,0.47,0.46,1.0,0.0,0.0,4.2973606186676346e-11,0.9999999999355396,2.1486803095723348e-11,0.0,0.1447368421052633,0.8552631578947367,0.18950000000000003,0.19745000000000001,0.39840000000000003,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
34,6.0,20.0,2.9,3.12,3.38,1.77,0.28,0.48,0.45,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5394736842105265,0.4605263157894735,0.23015,0.161,0.3944,0.7857142857142857,0.21428571428571427,0.0,0.999999999998541,1.4590180905064343e-12,0.0,0.0,0.0,1.0
35,6.0,20.0,2.8,3.15,2.83,1.51,0.24,0.47,0.45,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.6052631578947371,0.3947368421052629,0.23535,0.16205000000000003,0.3809,1.0,0.0,0.0,0.06382978723404312,0.9361702127659569,0.0,0.0,0.0,1.0
36,7.0,-10.0,1.7,3.13,2.75,1.66,0.26,0.47,0.45,1.0,0.0,0.0,1.0,0.0,0.0,0.5000000000000001,0.4999999999999999,0.0,0.27065,0.11720000000000001,0.34990000000000004,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9111111111111111,0.08888888888888898
37,7.0,0.0,1.7,2.88,2.06,1.3,0.59,0.41,0.45,1.0,0.0,0.0,0.9999999999618012,3.819876288299699e-11,0.0,0.5000000000000001,0.4999999999999999,0.0,0.28605,0.12605,0.33759999999999996,1.0,0.0,0.0,0.8780487804878053,0.1219512195121947,0.0,0.0,0.11111111111111122,0.8888888888888887
38,7.0,10.0,1.5,2.6,1.94,1.92,0.67,0.41,0.45,1.0,0.0,0.0,4.2973606186676346e-11,0.9999999999355396,2.1486803095723348e-11,0.7000000000000001,0.3,0.0,0.23855,0.1417,0.3641,1.0,0.0,0.0,1.0,0.0,0.0,0.9333333333333333,0.06666666666666674,0.0
39,7.0,-10.0,1.6,2.35,1.71,1.71,0.75,0.42,0.44,1.0,0.0,0.0,1.0,0.0,0.0,0.6,0.4,0.0,0.293,0.1304,0.311,0.9999999999992569,7.431092774016129e-13,0.0,0.26190476190476164,0.7380952380952384,0.0,0.24999999999999978,0.7500000000000002,0.0
40,7.0,-10.0,1.3,2.03,1.75,1.74,0.58,0.42,0.44,1.0,0.0,0.0,1.0,0.0,0.0,0.8999999999999999,0.10000000000000006,0.0,0.3139,0.10069999999999998,0.3085,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999999988085,1.1914711635299176e-12,0.0
41,7.0,20.0,1.8,1.77,1.46,2.29,0.48,0.42,0.44,1.0,0.0,0.0,0.0,0.5,0.5,0.4,0.6,0.0,0.2633,0.12149999999999998,0.3372,0.0,0.9374999999999999,0.06250000000000006,0.0,0.19047619047619016,0.8095238095238099,1.0,0.0,0.0
42,7.0,30.0,1.7,1.6,1.88,2.65,0.16,0.43,0.44,1.0,0.0,0.0,0.0,2.6261645717220658e-11,0.9999999999737383,0.5000000000000001,0.4999999999999999,0.0,0.27945,0.14775,0.30260000000000004,0.0,0.3750000000000005,0.6249999999999996,0.4186046511627906,0.5813953488372093,0.0,1.0,0.0,0.0
43,7.0,-10.0,1.7,1.6,1.81,2.37,0.16,0.43,0.44,1.0,0.0,0.0,1.0,0.0,0.0,0.5000000000000001,0.4999999999999999,0.0,0.2615,0.13225,0.3493,0.0,0.3750000000000005,0.6249999999999996,0.2558139534883723,0.7441860465116276,0.0,1.0,0.0,0.0
44,7.0,10.0,2.2,1.6,1.79,2.19,0.16,0.43,0.43,1.0,0.0,0.0,4.2973606186676346e-11,0.9999999999355396,2.1486803095723348e-11,6.23501250240734e-13,0.9999999999989663,4.101981909478514e-13,0.22884999999999997,0.14785,0.4,0.0,0.0,1.0,0.0,0.04651162790697677,0.9534883720930232,0.0,0.9767441860465111,0.023255813953488903
45,7.0,40.0,2.6,1.72,2.22,3.0,0.27,0.42,0.44,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.736842105263158,0.2631578947368421,0.21715,0.19915,0.33240000000000003,0.0,0.0,1.0,0.0,0.09523809523809534,0.9047619047619047,0.909090909090909,0.090909090909091,0.0
46,7.0,20.0,2.4,1.88,2.59,2.77,0.41,0.42,0.44,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.8684210526315791,0.13157894736842088,0.2673,0.14935,0.3629,0.0,0.0,1.0,0.45238095238095233,0.5476190476190477,0.0,0.8409090909090913,0.15909090909090873,0.0
47,7.0,40.0,2.2,2.07,2.27,2.8,0.35,0.38,0.43,1.0,0.0,0.0,0.0,0.0,1.0,6.23501250240734e-13,0.9999999999989663,4.101981909478514e-13,0.26234999999999997,0.15344999999999998,0.31620000000000004,0.0,0.6285714285714277,0.3714285714285723,0.1842105263157891,0.815789473684211,0.0,1.0,0.0,0.0
48,8.0,10.0,2.9,2.13,2.12,2.8,0.33,0.37,0.43,1.0,0.0,0.0,4.2973606186676346e-11,0.9999999999355396,2.1486803095723348e-11,0.0,0.5394736842105265,0.4605263157894735,0.26915,0.11379999999999998,0.3321,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7674418604651161,0.23255813953488383
49,8.0,10.0,2.8,2.33,3.01,3.13,0.37,0.48,0.43,1.0,0.0,0.0,4.2973606186676346e-11,0.9999999999355396,2.1486803095723348e-11,0.0,0.6052631578947371,0.3947368421052629,0.26915,0.1081,0.3739,0.0,0.0,1.0,0.43749999999999994,0.5625,0.0,0.7674418604651162,0.23255813953488386,0.0
50,8.0,10.0,2.8,2.52,2.68,2.75,0.27,0.32,0.43,1.0,0.0,0.0,4.2973606186676346e-11,0.9999999999355396,2.1486803095723348e-11,0.0,0.6052631578947371,0.3947368421052629,0.27145,0.14675000000000002,0.34509999999999996,0.0,0.0,1.0,0.0,0.6250000000000009,0.3749999999999991,0.0,0.8837209302325586,0.11627906976744141
51,8.0,20.0,2.8,2.62,2.7,2.91,0.25,0.32,0.42,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.6052631578947371,0.3947368421052629,0.2554,0.18450000000000003,0.33140000000000003,0.0,0.28000000000000114,0.7199999999999989,0.0,0.687500000000001,0.31249999999999906,0.2619047619047627,0.7380952380952372,0.0
52,8.0,50.0,3.1,2.65,2.7,3.11,0.26,0.32,0.42,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4078947368421053,0.5921052631578947,0.22935,0.19115,0.3515,0.0,0.0,1.0,0.0,0.0,1.0,0.023809523809523305,0.9761904761904767,0.0
53,8.0,50.0,2.8,2.77,2.98,2.64,0.27,0.33,0.42,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6052631578947371,0.3947368421052629,0.28355,0.13579999999999998,0.3607,0.0,0.8888888888888896,0.11111111111111038,0.5454545454545459,0.45454545454545414,0.0,0.0,0.6190476190476197,0.3809523809523803
54,8.0,60.0,2.9,2.87,2.66,1.14,0.11,0.3,0.45,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5394736842105265,0.4605263157894735,0.23875,0.14809999999999998,0.3732,0.0,0.7272727272727287,0.27272727272727126,0.0,0.2000000000000003,0.7999999999999997,0.0,0.0,1.0
55,8.0,20.0,3.1,2.87,2.8,1.61,0.11,0.3,0.45,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.4078947368421053,0.5921052631578947,0.28240000000000004,0.13255,0.3467,0.0,0.0,1.0,0.0,2.40696351564823e-12,0.999999999997593,0.0,0.0,1.0
56,8.0,30.0,2.7,2.92,2.95,1.76,0.13,0.31,0.44,1.0,0.0,0.0,0.0,2.6261645717220658e-11,0.9999999999737383,0.0,0.6710526315789473,0.3289473684210526,0.1985,0.21,0.3825,1.0,0.0,0.0,0.8064516129032256,0.19354838709677435,0.0,0.0,0.0,1.0
57,8.0,30.0,1.3,2.9,2.78,1.29,0.15,0.25,0.44,1.0,0.0,0.0,0.0,2.6261645717220658e-11,0.9999999999737383,0.8999999999999999,0.10000000000000006,0.0,0.195,0.21814999999999998,0.35090000000000005,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9772727272727272,0.02272727272727275
58,8.0,-10.0,1.5,2.65,1.9,1.58,0.62,0.43,0.44,1.0,0.0,0.0,1.0,0.0,0.0,0.7000000000000001,0.3,0.0,0.24455,0.13655,0.3675,1.0,0.0,0.0,0.9302325581395348,0.06976744186046518,0.0,0.18181818181818202,0.818181818181818,0.0
59,8.0,40.0,1.7,2.38,2.17,1.98,0.71,0.43,0.44,1.0,0.0,0.0,0.0,0.0,1.0,0.5000000000000001,0.4999999999999999,0.0,0.2647,0.1298,0.3493,0.9577464788732395,0.042253521126760604,0.0,1.0,0.0,0.0,0.6363636363636365,0.36363636363636354,0.0
60,9.0,10.0,1.3,2.2,1.97,2.59,0.72,0.43,0.44,0.75,0.25,0.0,4.2973606186676346e-11,0.9999999999355396,2.1486803095723348e-11,0.8999999999999999,0.10000000000000006,0.0,0.2409,0.13394999999999999,0.33990000000000004,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
61,9.0,50.0,1.5,1.93,1.48,2.38,0.71,0.43,0.44,0.75,0.25,0.0,0.0,0.0,1.0,0.7000000000000001,0.3,0.0,0.2735,0.11785,0.34590000000000004,0.6056338028169013,0.3943661971830986,0.0,0.0,0.9534883720930232,0.04651162790697679,1.0,0.0,0.0
62,9.0,50.0,1.9,1.67,1.84,2.52,0.48,0.43,0.44,0.75,0.25,0.0,0.0,0.0,1.0,0.3000000000000002,0.6999999999999998,0.0,0.2456,0.1637,0.36340000000000006,0.0,0.5208333333333334,0.47916666666666663,0.0,0.8604651162790701,0.13953488372092984,1.0,0.0,0.0
63,9.0,20.0,2.5,1.53,2.09,2.28,0.21,0.43,0.43,0.75,0.25,0.0,0.0,0.5,0.5,0.0,0.8026315789473686,0.19736842105263147,0.23439999999999997,0.1534,0.33799999999999997,0.0,0.0,1.0,0.0,0.04651162790697677,0.9534883720930233,0.0,0.4883720930232555,0.5116279069767444
64,9.0,50.0,2.4,1.73,2.61,2.43,0.39,0.43,0.43,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.8684210526315791,0.13157894736842088,0.25695,0.17420000000000002,0.3547,0.0,0.0,1.0,0.4883720930232555,0.5116279069767444,0.0,0.06976744186046567,0.9302325581395343,0.0
65,9.0,70.0,2.5,1.88,2.23,2.85,0.44,0.43,0.43,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.8026315789473686,0.19736842105263147,0.21785,0.16475,0.3661,0.0,0.0,1.0,0.0,0.3720930232558141,0.6279069767441858,0.8139534883720929,0.18604651162790706,0.0
66,9.0,60.0,2.3,2.02,2.63,4.13,0.48,0.39,0.45,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.9342105263157897,0.06578947368421029,0.1901,0.1788,0.4189,0.0,0.4166666666666671,0.5833333333333329,0.846153846153846,0.15384615384615394,0.0,1.0,0.0,0.0
67,9.0,20.0,2.4,2.18,2.14,5.06,0.37,0.42,0.45,0.75,0.25,0.0,0.0,0.5,0.5,0.0,0.8684210526315791,0.13157894736842088,0.18365,0.24395,0.3839,0.0,0.40540540540540626,0.5945945945945937,0.0,0.3809523809523814,0.6190476190476186,1.0,0.0,0.0
68,9.0,20.0,2.8,2.33,2.41,5.35,0.21,0.42,0.45,0.75,0.25,0.0,0.0,0.5,0.5,0.0,0.6052631578947371,0.3947368421052629,0.18780000000000002,0.21725000000000003,0.37420000000000003,0.0,0.0,1.0,0.0,0.07142857142857202,0.9285714285714279,1.0,0.0,0.0
69,9.0,20.0,4.0,2.48,2.34,7.83,0.16,0.41,0.5,0.75,0.25,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.14955,0.29960000000000003,0.3201,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
70,9.0,50.0,5.0,2.73,4.18,7.31,0.59,0.43,0.5,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1703,0.31024999999999997,0.3378,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
71,9.0,40.0,5.4,3.17,5.09,6.93,1.0,0.46,0.5,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16855,0.31485,0.318,0.0,0.0,1.0,0.0,0.326086956521738,0.673913043478262,1.0,0.0,0.0
72,10.0,40.0,7.5,3.65,5.36,6.65,1.23,0.44,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.15014999999999998,0.31434999999999996,0.3258,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
73,10.0,10.0,7.5,4.52,8.51,6.71,1.71,0.71,0.49,0.5,0.5,0.0,4.2973606186676346e-11,0.9999999999355396,2.1486803095723348e-11,0.0,0.0,1.0,0.16740000000000002,0.37689999999999996,0.2635,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
74,10.0,20.0,7.1,5.37,7.06,6.58,1.72,0.75,0.49,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.13345,0.42200000000000004,0.2675,0.0,0.0,1.0,0.0,0.9466666666666665,0.053333333333333385,0.0,0.0,1.0
75,10.0,20.0,6.8,6.08,6.85,6.85,1.36,0.75,0.49,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.12154999999999999,0.38875,0.32270000000000004,0.0,0.4705882352941179,0.529411764705882,0.06666666666666643,0.9333333333333336,0.0,0.1020408163265302,0.8979591836734697,0.0
76,10.0,10.0,6.8,6.55,6.54,6.32,0.99,0.72,0.49,0.5,0.5,0.0,4.2973606186676346e-11,0.9999999999355396,2.1486803095723348e-11,0.0,0.0,1.0,0.1124,0.44,0.2627,0.0,0.7474747474747475,0.2525252525252525,0.0,0.6388888888888891,0.36111111111111094,0.0,0.02040816326530749,0.9795918367346925
77,10.0,50.0,6.7,6.85,6.66,6.55,0.71,0.72,0.49,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.09390000000000001,0.5016,0.2421,0.21126760563380206,0.7887323943661979,0.0,0.0,0.9444444444444444,0.05555555555555562,0.0,0.6938775510204076,0.30612244897959245
78,10.0,50.0,6.9,7.07,6.5,5.8,0.33,0.72,0.49,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.10565000000000001,0.4337,0.2992,0.5151515151515148,0.4848484848484852,0.0,0.0,0.44444444444444375,0.5555555555555562,0.0,0.0,1.0
79,10.0,-30.0,6.5,6.97,6.82,4.04,0.27,0.72,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1286,0.36599999999999994,0.3428,1.0,0.0,0.0,0.44444444444444503,0.555555555555555,0.0,0.0,0.0,1.0
80,10.0,-20.0,6.6,6.8,6.21,3.48,0.18,0.73,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.13785,0.37325,0.3235,1.0,0.0,0.0,0.0,0.46575342465753433,0.5342465753424657,0.0,0.0,1.0
81,10.0,-20.0,6.0,6.72,6.53,1.93,0.13,0.73,0.52,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.13385,0.35365,0.3369,1.0,0.0,0.0,0.7260273972602748,0.27397260273972524,0.0,0.0,0.0,1.0
82,10.0,-20.0,4.4,6.58,5.89,2.07,0.29,0.68,0.52,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.16824999999999998,0.3508,0.2969,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
83,10.0,-10.0,3.6,6.18,4.76,2.4,0.84,0.69,0.51,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0789473684210527,0.9210526315789473,0.2109,0.2493,0.30829999999999996,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
84,11.0,-10.0,2.2,5.67,3.97,1.72,1.23,0.7,0.51,0.25,0.75,0.0,1.0,0.0,0.0,6.23501250240734e-13,0.9999999999989663,4.101981909478514e-13,0.27545000000000003,0.1531,0.33770000000000006,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05882352941176432,0.9411764705882357
85,11.0,-30.0,2.0,4.88,1.62,1.29,1.63,0.6,0.51,0.25,0.75,0.0,1.0,0.0,0.0,0.20000000000000012,0.7999999999999998,0.0,0.2976,0.13135000000000002,0.2817,1.0,0.0,0.0,0.0,0.366666666666667,0.6333333333333331,0.0,0.0,1.0
86,11.0,0.0,2.3,4.13,3.0,1.27,1.74,0.6,0.51,0.25,0.75,0.0,0.9999999999618012,3.819876288299699e-11,0.0,0.0,0.9342105263157897,0.06578947368421029,0.28155,0.15184999999999998,0.2896,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
87,11.0,0.0,1.8,3.42,2.51,0.19,1.44,0.61,0.52,0.25,0.75,0.0,0.9999999999618012,3.819876288299699e-11,0.0,0.4,0.6,0.0,0.29700000000000004,0.1487,0.2957,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
88,11.0,-10.0,1.3,2.72,1.68,0.33,0.95,0.62,0.51,0.25,0.75,0.0,1.0,0.0,0.0,0.8999999999999999,0.10000000000000006,0.0,0.3029,0.1206,0.28809999999999997,1.0,0.0,0.0,0.6129032258064516,0.38709677419354843,0.0,0.0,0.0,1.0
