,trans,ABG,infexp,infexp0,infexp1,infexp2,infexp0spread,infexp1spread,infexp2spread,trans_low,trans_medium,trans_high,ABG_low,ABG_medium,ABG_high,infexp_low,infexp_medium,infexp_high,infexp0_low,infexp0_medium,infexp0_high,infexp1_low,infexp1_medium,infexp1_high,infexp2_low,infexp2_medium,infexp2_high
579,9.5,-7.00934579439252,3.8,3.91,4.037207041,3.608282509,1.734455726,0.950609609,0.65150658,1.0,0.0,0.0,0.5764910113872828,0.4235089886127172,0.0,0.0,0.0,1.0,0.06342047153528801,0.936579528464712,0.0,0.24953149931813964,0.7504685006818603,0.0,0.0,0.7057320725755373,0.2942679274244627
580,9.5,-11.0803324099723,3.22,3.26,3.392078868,2.850586475,0.505044552,0.9542179190000001,0.647947061,1.0,0.0,0.0,0.9844065099425106,0.015593490057489438,0.0,0.0,0.1438127090301002,0.8561872909698998,0.07920093354457088,0.9207990664554292,0.0,0.18033497859727346,0.8196650214027266,0.0,0.0,0.42987082242510527,0.5701291775748947
581,9.5,-9.41176470588235,3.27,3.09,2.90323432,2.774883215,0.408089043,0.9019745840000001,0.644572858,1.0,0.0,0.0,0.8172149440743752,0.18278505592562472,0.0,0.0,0.07692307692307707,0.923076923076923,0.0,0.55891979192394,0.44108020807605997,0.0,0.593374706442948,0.406625293557052,0.0,0.23186839337873588,0.7681316066212641
582,9.5,-30.3030303030303,3.22,2.86,2.827540323,2.553729147,0.47284951799999997,0.8976097609999999,0.641807381,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1438127090301002,0.8561872909698998,0.0,0.23865841817353733,0.7613415818264626,0.0,0.5627724941819119,0.4372275058180881,0.0,0.0,1.0
583,9.5,-8.130081300813009,3.27,2.26,1.8688322309999998,1.987569664,0.532528559,0.9174828340000001,0.638826731,1.0,0.0,0.0,0.6887894358282953,0.3112105641717047,0.0,0.0,0.07692307692307707,0.923076923076923,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
584,9.5,-2.2624434389140298,3.36,2.12,2.060710017,2.253332461,0.40322037,0.9175672709999999,0.635319951,1.0,0.0,0.0,0.10084831742273251,0.8991516825772676,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
585,9.5,-10.4712041884817,3.34,2.5,3.550272875,4.146063249,0.8208227579999999,0.396206584,0.636060515,1.0,0.0,0.0,0.9233714671834691,0.07662853281653091,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.530715246771367,0.4692847532286329,0.0,1.0,0.0,0.0
586,9.5,7.85340314136126,3.59,3.21,3.8435216710000004,5.676623106,1.4159613930000001,0.380494531,0.644462967,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7316311010465524,0.2683688989534476,0.6662951773149153,0.3337048226850848,0.0,1.0,0.0,0.0
587,9.5,-10.638297872340399,4.28,4.35,4.338459223,4.603552971,1.253098826,0.528715254,0.642582501,1.0,0.0,0.0,0.9401143626515603,0.05988563734843967,0.0,0.0,0.0,1.0,0.05586151590568914,0.9441384840943108,0.0,0.11056844408729669,0.8894315559127033,0.0,0.5035197355926748,0.4964802644073251,0.0
588,9.5,-31.1614730878187,4.47,5.15,4.9019672839999995,6.195576162999999,0.704483262,0.547824604,0.6427509060000001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9652464958067385,0.034753504193261446,0.0,0.7885138433833468,0.21148615661665315,0.0,1.0,0.0,0.0
589,9.5,-11.2359550561798,4.68,5.22,6.089234011,5.583169797999999,0.516513956,0.604706979,0.641797619,1.0,0.0,0.0,0.9999876124729975,1.2387527002524053e-05,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
590,9.5,-14.005602240896401,4.65,5.28,5.193166977,5.25339749,0.5146519860000001,0.620255722,0.63937754,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8757145766403731,0.12428542335962683,0.0,0.943726440562801,0.056273559437198944,0.0
591,9.5,-1.8348623853211,4.18,5.5,5.1743145639999995,5.380106811,0.35517601299999996,0.608121413,0.633041893,1.0,0.0,0.0,0.05800441860429104,0.941995581395709,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
592,9.5,11.857707509881399,3.97,5.13,5.2380164360000006,4.306625277,0.41932088,0.609788051,0.634813657,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.530274157287073,0.46972584271292706,0.0
593,9.5,5.5248618784530406,3.91,4.81,4.255496883999999,3.6912110910000004,0.696211175,0.527504448,0.634606703,1.0,0.0,0.0,0.0,0.07331386182627038,0.9266861381737296,0.0,0.0,1.0,1.0,0.0,0.0,0.6549648733957198,0.3450351266042801,0.0,0.0,0.655237002751924,0.3447629972480761
594,9.5,-2.38663484486874,3.32,4.13,4.217220918,1.6880996169999998,1.3731375259999998,0.5488831129999999,0.654915586,1.0,0.0,0.0,0.11329237682651795,0.8867076231734821,0.0,0.0,0.010033444816053892,0.989966555183946,0.5898899306608857,0.4101100693391143,0.0,1.0,0.0,0.0,0.0,0.0,1.0
595,9.5,-2.16450216450216,2.81,2.73,2.491943285,1.9835877830000002,1.533057946,0.657026242,0.649714295,1.0,0.0,0.0,0.09103453822042423,0.9089654617795758,0.0,0.0,0.6923076923076923,0.30769230769230765,0.0,0.9478167148158142,0.05218328518418577,0.0,0.5159147463702067,0.48408525362979327,0.0,0.0,1.0
596,9.5,-4.5766590389016,2.5,1.64,1.697869809,1.14214976,0.8865532509999999,0.659823632,0.64711431,1.0,0.0,0.0,0.3327342211052659,0.667265778894734,0.0,0.11594202898550732,0.8840579710144927,0.0,0.0,0.029951106682027977,0.970048893317972,0.0,0.0,1.0,0.0,0.0,1.0
597,9.5,2.02839756592292,2.46,1.47,1.071740825,1.244199995,0.396455126,0.6145399579999999,0.644169983,1.0,0.0,0.0,0.0,0.551149092878151,0.44885090712184894,0.17391304347826098,0.826086956521739,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
598,9.5,-7.6335877862595405,2.54,1.31,1.208597058,1.19991752,0.401368492,0.610745999,0.64143492,1.0,0.0,0.0,0.6390404637379825,0.36095953626201743,0.0,0.057971014492753666,0.9420289855072463,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
599,9.5,0.0,2.53,1.06,1.380736741,1.026412913,0.2179373,0.598038422,0.636996691,1.0,0.0,0.0,0.0,0.8283547878152994,0.1716452121847006,0.07246376811594239,0.9275362318840575,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
600,9.5,-9.25925925925926,2.55,0.96,0.722354583,1.171406222,0.18229097600000002,0.606276583,0.632457959,1.0,0.0,0.0,0.8019337994364715,0.1980662005635286,0.0,0.04347826086956557,0.9565217391304344,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
601,9.5,-9.708737864077671,2.49,0.92,1.23979408,0.93995342,0.18514858899999997,0.5437530420000001,0.63030391,1.0,0.0,0.0,0.846971847086328,0.15302815291367203,0.0,0.13043478260869543,0.8695652173913045,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
602,9.5,-17.4081237911025,2.39,1.09,1.5571035530000001,1.512800564,0.34919431100000003,0.277619218,0.6284354520000001,1.0,0.0,0.0,1.0,0.0,0.0,0.27536231884057955,0.7246376811594204,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
603,9.5,-21.6606498194946,2.12,1.21,1.390945603,1.361357054,0.35132605899999997,0.27742066600000004,0.6261150839999999,1.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666664,0.33333333333333354,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
604,9.5,-15.8013544018059,1.63,1.1,1.0225256870000001,0.465813104,0.433205109,0.259867385,0.6237338929999999,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
605,9.5,-22.312373225152097,1.41,0.87,0.725576287,0.5381651270000001,0.507424871,0.26508447,0.621163884,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
606,9.5,-13.157894736842099,1.5,0.74,0.657414756,0.991451231,0.428053735,0.272757018,0.61914009,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.17862083684485688,0.8213791631551431
607,9.5,-10.0502512562814,0.71,0.68,0.7552527370000001,1.389822921,0.28737896,0.28274537,0.616172585,1.0,0.0,0.0,0.8811917104263187,0.1188082895736813,0.0,1.0,0.0,0.0,0.0,0.8956082240676217,0.10439177593237835,0.16004766762405376,0.8399523323759462,0.0,1.0,0.0,0.0
608,9.5,13.9275766016713,0.39,-0.12,0.466988456,-1.482275015,1.243827426,0.7368856159999999,0.663137386,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5899752736277099,0.41002472637229015,0.10447816367744107,0.895521836322559,0.0,0.0,0.0,1.0
609,9.5,0.0,0.27,-0.66,-0.77843373,-1.798060719,1.41754365,0.7925481090000001,0.66116066,1.0,0.0,0.0,0.0,0.8283547878152994,0.1716452121847006,1.0,0.0,0.0,0.0,0.343935546535022,0.656064453464978,0.0,0.0,1.0,0.0,0.0,1.0
610,9.5,-22.9591836734694,0.11,-1.13,-1.393542516,-1.585552131,1.361319213,0.8073555920000001,0.658651761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08911885753279243,0.9108811424672075,0.0,0.0,1.0,0.0,0.0,1.0
611,9.5,-12.531328320802,-0.19,-1.61,-1.341782225,-0.94728628,0.249158584,0.7938858190000001,0.654586509,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
612,9.5,12.455516014234899,-0.18,-1.51,-0.7735285820000001,-2.2300751780000003,0.453548968,0.768406424,0.6590534379999999,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2275850858841856,0.7724149141158144,0.0,0.0,1.0
613,9.5,4.219409282700421,0.17,-1.7,-1.7113811280000002,-2.640862196,0.641230588,0.829137958,0.657459534,1.0,0.0,0.0,0.0,0.25172015657473323,0.7482798434252668,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
